,shortcode,mediaid,caption,url,is_video,comments,typename,owner_username,tagged_users,date,owner_id,caption_mentions,id,caption_hashtags,likes,video_url
180,BZ68Ab8HNPT,1.61987E+18,Les ministres du GC réclament votre présence au forum énÉnergie! Voici comment participer en ligne : generationenergie.ca,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e867831427efa1044ccf19c5814a0dce/5A645937/t51.2885-15/e15/22221287_133520453963454_7434637188794417152_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-06T14:01:24,4210755410,[],2017-10-06_14-01-24,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a7fdf29e743ac8c5519d7ba46af03e8a/5A639EA9/t50.2886-16/22309423_485257738523812_3806514130148392960_n.mp4
181,BaG9eUYnzqn,1.62326E+18,Le ministre Jim Carr et Fatih Birol avant le forum énÉnergie à Winnipeg,https://instagram.fyvr3-1.fna.fbcdn.net/vp/101656d0b56e5eb3290b19831cdf1da7/5AE3FB98/t51.2885-15/e35/22351717_324930304638158_4635973603219734528_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-11T06:05:06,4210755410,[],2017-10-11_06-05-06,"[""génénergie""]",1,
182,BaHUVM4H9WX,1.62336E+18,La pile à hydrogène à zéro émission Mirai ne dégage que de l’eau comme sous-produit de son procédé de production d’énergie. Les véhicules à hydrogène peuvent voyager aussi loin que les véhicules à essence actuels pour un réservoir équivalent et sont tout aussi rapides à ravitailler! Cette automobile est l’un des trois véhicules de ce type sur le marché et le gouvernement fédéral et des gouvernements provinciaux investissent actuellement dans des postes de ravitaillement en hydrogène. énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/be16050f84dbe4bfbad035185b016ec6/5A637455/t51.2885-15/e15/22351649_682225375308494_4747410695832731648_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-11T09:24:50,4210755410,[],2017-10-11_09-24-50,"[""génénergie""]",3,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3d6cf054ee029f955dcd004faee01407/5A646FA9/t50.2886-16/22469165_1837335123245556_8865015431853768704_n.mp4
183,BaKZkIsn0-A,1.62422E+18,"L’assainissement, ou remédiation, consiste à dépolluer ou décontaminer des milieux naturels comme le sol, les eaux souterraines, les sédiments et les eaux de surface.énÉnergie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/cbc268d65c06af2cbebe5d3718b131be/5A6461FD/t51.2885-15/e15/22426820_2367883340104142_4923874645574156288_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-12T14:08:17,4210755410,[],2017-10-12_14-08-17,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e2c34c5bd8aaf0f2d0c27ccf1572f00a/5A6452BB/t50.2886-16/22521835_2093168577375654_2050875007285854208_n.mp4
184,BaKj8tqHVqj,1.62427E+18,Elique le processus de captage et de stockage du carbone (CSC) consistant à capter les rejets de CO2 pour les stocker sous terre. énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/214f0704e272e0ff6c482ebf656ecf6c/5A63711C/t51.2885-15/e15/22351839_156018314995308_4268888546636464128_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-12T15:39:01,4210755410,[],2017-10-12_15-39-01,"[""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ebfcde5442e80ce1c14f9a2c223ca54d/5A638F59/t50.2886-16/22468880_1658120187565802_3979563559414661120_n.mp4
185,BacIY6NHhXy,1.62921E+18,"Le saviez-vous? Le forum énÉnergie a offert une vitrine aux innovations canadiennes en .Cette automobile alimentée par batterie a été conçue par , des étudiants de l’Université du Manitoba pour la compétition Éco-Marathon. Pour remporter la compétition, les étudiants doivent concevoir et construire le véhicule qui franchira la plus grande distance en n’utilisant qu’un litre de carburant. La voiture devait parcourir fois un circuit d’un kilomètre et a été jugée d’après le nombre de kilomètres franchis par kilowattheure. En avril , à Détroit, l’équipe a terminé e sur équipes dans la catégorie des prototypes électriques à batterie.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/da4aec5e81f49c214aa115022c9fd376/5A639E7C/t51.2885-15/e15/22580239_123340421685211_5168420969487794176_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-19T11:24:32,4210755410,"[""umecomotion""]",2017-10-19_11-24-32,"[""génénergie"",""technologiepropre""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8698b9b435509dc1ba700625dbebb134/5A647746/t50.2886-16/22661580_148199309250662_5218213255494762496_n.mp4
186,BamFHoaHbTy,1.63201E+18,Voici ce que le National Post a dit du forum énÉnergie :,https://instagram.fyvr3-1.fna.fbcdn.net/vp/6c816599ef704eb01db78fa123fdbc96/5ADA503F/t51.2885-15/e35/22639332_682610455262427_8199296291247751168_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-23T08:08:22,4210755410,[],2017-10-23_08-08-22,"[""génénergie""]",1,
187,BamGBmPH8W_,1.63202E+18,"Voici deux autres innovantes qui ont été présentées lors du forum énÉnergie!Le Garage à VE est une eition interactive conçue pour aider les Canadiens à elorer et à mieux comprendre les véhicules électriques et la production d’énergie solaire pour les véhicules et les bâtiments.La Chevrolet Volt est un véhicule électrique hybride rechargeable. Elle est alimentée par sa batterie jusqu’à ce que celle-ci soit épuisée, après quoi l’essence peut prendre le relais. La Volt est munie d’un système de freinage par récupération qui contribue à réalimenter la batterie.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/78bf8d5e027399598e763ab3269ba1d5/5A636795/t51.2885-15/e15/22639391_1907442732856441_2929814457817235456_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-23T08:16:17,4210755410,[],2017-10-23_08-16-17,"[""technologiespropres"",""génénergie""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/3b3201f33e2275191b66df0ce21a81d3/5A6454D4/t50.2886-16/22795070_123399191686272_2378932151316905984_n.mp4
188,BaokbwtnMxS,1.63272E+18,Voici ce que Fatih Birol a dit des perspectives énergétiques mondiales au forum énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e5c3059f8065738caf9eaed4b101e5ee/5AE0EE37/t51.2885-15/e35/22708951_1526811367386745_5581711760982802432_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-24T07:20:29,4210755410,[],2017-10-24_07-20-29,"[""génénergie""]",2,
189,Baom_YznbpT,1.63273E+18,"Voici une autre innovante qui a été présentée lors du forum énÉnergie.Il s’agit de l’hydrolienne EnCurrent.Cette hydrolienne est idéale pour produire de l’électricité dans les localités éloignées. On en installe actuellement une dans le village de la Première Nation Sagkeeng, aux abords de la rivière Winnipeg. Il s’agit d’une turbine de kW, capable d’alimenter un commerce ou une habitation de taille moyenne. RNCan profitera de cette installation pour procéder à des contrôles de rendement. Des hydroliennes de ce type ont aussi été installées ailleurs au Canada, aux États-Unis et en Inde",https://instagram.fyvr3-1.fna.fbcdn.net/vp/3f478e2034708a1d70c0c41cd9006cd9/5A63640A/t51.2885-15/e15/22710344_495182310842331_2879855518489247744_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-10-24T07:42:49,4210755410,[],2017-10-24_07-42-49,"[""technologiepropre"",""génénergie""]",1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/52e57bd6fe0faf42269765d75d4f03c7/5A64788A/t50.2886-16/22769096_1973769726232708_3758654446280638464_n.mp4
190,BaopXmTnwNN,1.63274E+18,« […] le secteur énergétique pourrait se révéler plus viable demain qu’il ne l’est aujourd’hui […] » énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/13ba264e4c644aa8621bc9bd17e0fdf8/5AF6AEC4/t51.2885-15/e35/22639431_918743998289574_686499390679941120_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-24T08:03:36,4210755410,[],2017-10-24_08-03-36,"[""génénergie""]",0,
191,BatqJymHzPZ,1.63415E+18,"étro Quelques spécimens de référence au musée du service des relevés des insectes et des maladies des arbres de l’Ontario, 🦋",https://instagram.fyvr3-1.fna.fbcdn.net/vp/dab79d5f4535f8134c000ba3c86e5221/5AFB37F4/t51.2885-15/e35/22793778_500259650346995_6428508195961962496_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-26T06:46:39,4210755410,[],2017-10-26_06-46-39,"[""jeudirétro""]",2,
192,Baw1inuninW,1.63504E+18,"« Le secteur de l’énergie est en pleine transition. » Deborah Yedlin, Calgary Herald énÉnergie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/25ad60d2ce454b0cbea2efd1c32534d8/5AED62F2/t51.2885-15/e35/22710891_140773763319995_5916909481416982528_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-10-27T12:23:53,4210755410,[],2017-10-27_12-23-53,"[""génénergie""]",1,
193,Ba9kya1nrTd,1.63863E+18,Le paneliste Perry Bellegarde fait part de ses observations sur le forum énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ad962de1f8ca31ced05c44e578e6b1f/5AFA5342/t51.2885-15/e35/23101840_1432009730248151_1440576668673507328_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-01T11:07:37,4210755410,[],2017-11-01_11-07-37,"[""génénergie""]",3,
194,BbCU4BInsOQ,1.63997E+18,L’avenir énergétique du Canada est important! La conversation d’une génération se poursuit énÉnergie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f3caaa2bc5ad13e3b68a147d44e42c03/5AE1D0C4/t51.2885-15/e35/23101676_1376643522461379_981556917996355584_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-03T07:24:47,4210755410,[],2017-11-03_07-24-47,"[""génénergie""]",1,
195,BbPY_nFn7_T,1.64364E+18,Le ministre Carr fait une annonce au sujet de la réunion ministérielle sur l’énergie propre et de la ème réunion ministérielle de Mission Innovation de,https://instagram.fyvr3-1.fna.fbcdn.net/vp/03e857a279ae5e4253b6a0df0a2cef88/5A646B53/t51.2885-15/e15/23279881_143508149602552_4593842800134455296_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-11-08T08:10:54,4210755410,[],2017-11-08_08-10-54,[],1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1ae0c44084fbdfe3ea19d03385b5ca48/5A636562/t50.2886-16/23422304_295397867629250_333426467331375104_n.mp4
196,BbPvEQ4AbOY,1.64374E+18,"Du au novembre, nous vous invitons à célébrer avec nous la éo et à consulter l’un des eerts de notre . Rendez-vous à rncan.gc.ca.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0e08ec49b14acf1494eafa22759b5abc/5AFD36AB/t51.2885-15/e35/23421772_554142444978091_8138161194180542464_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-08T11:23:46,4210755410,[],2017-11-08_11-23-46,"[""semainegéo"",""bibliovivante""]",1,
197,BbR0IMDnes5,1.64432E+18,"étro Sharon Smith, de la CGC, à l’entrée d’une caverne de glace sous une combe à neige à Alert, au Nunavut, en août . ️",https://instagram.fyvr3-1.fna.fbcdn.net/vp/df0d73ef2a580ff5e232884548a3bf5b/5AF77333/t51.2885-15/e35/23421267_386172221813485_1480179668756725760_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-09T06:46:29,4210755410,[],2017-11-09_06-46-29,"[""jeudirétro""]",2,
198,BbfP44lH049,1.64811E+18,"Saviez-vous que le méthane représente environ % des émissions de GES du Canada, et que la production de pétrole et de gaz en est la principale source?C’est pourquoi le Canada investit ,3 millions de dollars dans des projets de technologies propres pour réduire les émissions de méthane imputables à la production de pétrole et de gaz.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/2cc111c3e76a825f19c79eab9408924e/5AD8C425/t51.2885-15/e35/23498986_1888092161520289_1711331222329753600_n.jpg,FALSE,0,GraphSidecar,ressourcesnaturellescanada,[],2017-11-14T11:59:11,4210755410,[],2017-11-14_11-59-11,[],1,
199,BbhdKZrH6Ib,1.64873E+18,à la ville de Medicine Hat! Nous sommes fiers d’appuyer votre transition vers l’économie de l’avenir,https://instagram.fyvr3-1.fna.fbcdn.net/vp/28b61a80defc6f93b7f35c9c7b5ac249/5ADE9816/t51.2885-15/e35/23596302_211726786037003_5152204053446393856_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-15T08:33:39,4210755410,[],2017-11-15_08-33-39,"[""bravo"",""bascarbone""]",1,
200,BbkiA9unDII,1.64959E+18,"étro Au soleil couchant, un hélicoptère mis sous bâche, rotors attachés pour la nuit, au lac Carnesluck, au Nunavut, .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/24816f6aa15f6f78baee5b761eb99ce6/5AE48CD9/t51.2885-15/e35/23507384_153003338649880_1177690396319285248_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-16T13:13:46,4210755410,[],2017-11-16_13-13-46,"[""jeudirétro""]",4,
201,Bbmbi55nihC,1.65013E+18,"Les roches volcaniques du parc provincial du mont-Edziza, en C.-B., ont de ans à ,5 millions d’années",https://instagram.fyvr3-1.fna.fbcdn.net/vp/063bb6891662579892c551f03bb1fa9f/5ADDE488/t51.2885-15/e35/23596464_551755991832235_1892622071066787840_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-17T06:55:43,4210755410,[],2017-11-17_06-55-43,"[""cgc175""]",0,
202,BbuOazknXfp,1.65232E+18,"Pour marquer son e anniversaire en , la CGC a tenu des activités toute l’année et dans tout le pays",https://instagram.fyvr3-1.fna.fbcdn.net/vp/4e47c7c2401b2fdc494552bc0e38b075/5AE6EA1F/t51.2885-15/e35/23667958_303517983497416_2262807948008882176_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-20T07:34:57,4210755410,[],2017-11-20_07-34-57,"[""cgc175""]",0,
203,BbxOyHEn970,1.65317E+18,"Au milieu des années , la recherche de diamants a elosé au Canada, surtout dans l’Arctique",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8d9603196797c50bc3e183f3e5715cc4/5AE4BD92/t51.2885-15/e35/23734320_303730846787103_7398077336249171968_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-21T11:35:51,4210755410,[],2017-11-21_11-35-51,"[""cgc175""]",0,
204,Bb2YUnDHb-7,1.65462E+18,"étro Des géologues prospecteurs voyagent en traîneaux à chiens sur l’inlet de l'Amirauté à l’île de Baffin, au Nunavut, mai .",https://instagram.fyvr3-1.fna.fbcdn.net/vp/489f43b78e9791711162ff8371d97c3d/5AF33BED/t51.2885-15/e35/23967440_136114847108605_2516409780969406464_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-23T11:35:24,4210755410,[],2017-11-23_11-35-24,"[""jeudirétro""]",0,
205,Bb2Z8eYnrTD,1.65462E+18,"En , lors d’une eédition majeure, on a gravi le mont Logan pour célébrer le e de la CGC",https://instagram.fyvr3-1.fna.fbcdn.net/vp/07cbd0872a64718f509aa1abf876c64e/5AF8C3B9/t51.2885-15/e35/23825093_353056928491474_5533929120238403584_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-23T11:49:35,4210755410,[],2017-11-23_11-49-35,"[""cgc175""]",0,
206,Bb2dW4kn4as,1.65464E+18,"Nous investissons millions $ pour la en énergie, eloitation minière, foresterie",https://instagram.fyvr3-1.fna.fbcdn.net/vp/326d02dbd7eccd267e5372a90701c9e8/5A63F1BE/t51.2885-15/e15/23967390_520386688323474_6018820985107513344_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-11-23T12:19:24,4210755410,[],2017-11-23_12-19-24,"[""croissancepropre""]",2,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0df75253c3c7feebbe8833ae7d617088/5A637534/t50.2886-16/23971215_505427489831835_4067824729325568000_n.mp4
207,BcAo5yCHHTW,1.6575E+18,"Forum de Yellowknife sur les éosciences : félicitations à Benjamin Neil, qui a gagné le prix du meilleur eé de l’Association des ingénieurs et géoscientifiques des Territoires du Nord-Ouest pour ses travaux d’étudiant dans le cadre du Programme de géocartographie de l’énergie et des minéraux.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/48edf17b775f10625c8ad2bf09ad0235/5AE141D8/t51.2885-15/e35/24175257_831629296997323_5724719809568964608_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-27T11:12:42,4210755410,[],2017-11-27_11-12-42,"[""géosciences""]",5,
208,BcC29EMn5df,1.65813E+18,La chute d’une météorite à Saint-Robert n’est que la e enregistrée au Canada depuis,https://instagram.fyvr3-1.fna.fbcdn.net/vp/fc69d1124d00c34bb63bc1a4115524ac/5AF0DC23/t51.2885-15/e35/24125744_1763889873904924_170230028049580032_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-28T07:53:58,4210755410,[],2017-11-28_07-53-58,"[""cgc175""]",0,
209,BcDIxP_n6I4,1.65821E+18,Le ministre Carr discute la bioéconomie et son rôle dans l’émergence du Canada comme chef de file en lors de la conférence,https://instagram.fyvr3-1.fna.fbcdn.net/vp/790a23b0e47b288e1922fcf2bb4abd92/5AF5AB6F/t51.2885-15/e35/24177507_502742606791246_7899080744432041984_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-28T10:29:38,4210755410,[],2017-11-28_10-29-38,"[""croissancepropre"",""scalingup2017""]",3,
210,BcF9xwSnFjK,1.659E+18,Les volumes de Decade of North American Geology (1988-1998) sont un des best-sellers de la CGC,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ec5c60e76bb1967ca8a74b96bc75aaba/5AFC6959/t51.2885-15/e35/24175287_190612724827444_2114408388321345536_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-29T12:51:18,4210755410,[],2017-11-29_12-51-18,"[""cgc175""]",1,
211,BcIePELnlAI,1.65971E+18,"étro Le travail de terrain amène nos scientifiques dans les coins les plus reculés, comme l’île Axel Heiberg, inhabitée, au Nunavut.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b6433a5390ac1904bec45a2a48f2bdca/5AD973D6/t51.2885-15/e35/24274289_794784210727494_2768836042726309888_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-30T12:13:24,4210755410,[],2017-11-30_12-13-24,"[""jeudirétro""]",4,
212,BcIeul6n8fS,1.65971E+18,"La microsonde ionique à haute résolution a aidé à la datation du gneiss d’Acasta, la plus vieille roche au monde",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b5c5961d4335fa32853523081772548e/5AF09DBC/t51.2885-15/e35/24327550_1119963871472258_7882510906632962048_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-11-30T12:17:43,4210755410,[],2017-11-30_12-17-43,"[""cgc175""]",4,
213,BcKkZWaHtG3,1.6603E+18,C’est le Mois de la ! Découvrez comment la contribue à la prise de décisions fondées sur la science dans le Nord. Suivez tout le mois pour découvrir ce que nous faisons dans le Nord canadien!,https://instagram.fyvr3-1.fna.fbcdn.net/vp/a9e3ac9718b0da49427e6d73ff225447/5AEF2D47/t51.2885-15/e35/24177435_1823607801044023_6759569682501468160_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-01T07:45:43,4210755410,[],2017-12-01_07-45-43,"[""sciencearctique"",""scirncan"",""sciencearctique""]",2,
214,BcKsEQyHLX5,1.66033E+18,"Le député Breton annonce une contribution de ,7 M$ au Fonds municipal vert pour aider les municipalités du ébec à améliorer la qualité de l’air, de l’eau et du sol et à réduire les GES",https://instagram.fyvr3-1.fna.fbcdn.net/vp/b855664a28b56f786a714946385b944a/5AE7D7D0/t51.2885-15/e35/24327654_317622958735604_1938786209220263936_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-01T08:52:45,4210755410,[],2017-12-01_08-52-45,"[""québec"",""munican""]",5,
215,BcSI-G_nUy3,1.66243E+18,"« Les autres pays voient le Canada comme un fournisseur stable et fiable des énergies classiques dont ils ont encore besoin, ainsi qu’un innovateur, créateur des nouvelles formes d’énergie qu'ils veulent utiliser. » Le ministre Carr a prononcé une allocution au Forum sur l'énergie de la Greater Vancouver Board of Trade, réitérant l'appui du gouvernement aux grands projets de mise en valeur des ressources naturelles au Canada.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e34ae782ca0915e8b407614c0dadb7ad/5AF52C52/t51.2885-15/e35/24332344_400453030389620_1956117183943671808_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-04T06:20:00,4210755410,[],2017-12-04_06-20-00,[],3,
216,BcSZ0JQHpDv,1.6625E+18,"« Nous croyons dans la filière solaire. Nous savons qu’elle peut accélérer la transition vers un avenir fondé sur l’énergie propre. » – Le ministre Carr Le ministre des Ressources naturelles du Canada, livre un discours-programme à Solar Canada.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/c109f43068b042771592b76b5e664e79/5AE113CA/t51.2885-15/e35/24332351_1793161764143724_643784115560120320_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-04T08:47:11,4210755410,[],2017-12-04_08-47-11,[],2,
217,BcStXQYnZgz,1.66259E+18,Nous préparons les jeunes Canadiens à l’économie de l’avenir en investissant M$ pour créer emplois verts dans le cadre du Programme de stages en sciences et technologie,https://instagram.fyvr3-1.fna.fbcdn.net/vp/9794649b4e8315c359217bcf71c67f14/5A63F0C0/t51.2885-15/e15/24327417_306688489831164_5623498979569303552_n.jpg,TRUE,0,GraphVideo,ressourcesnaturellescanada,[],2017-12-04T11:38:00,4210755410,[],2017-12-04_11-38-00,[],1,https://instagram.fyvr3-1.fna.fbcdn.net/vp/412f37fd48a1a852043dd596422612a8/5A63EA21/t50.2886-16/24221903_1786346741663041_8929465062557483008_n.mp4
218,BcVPT2cn7Eu,1.6633E+18,Notre véhicule sous-marin autonome a parcouru plus de km et atteint des profondeurs supérieures à km dans l'océan Arctique – un !,https://instagram.fyvr3-1.fna.fbcdn.net/vp/0f98e72b4035502a67de06ed5539b784/5AF84C55/t51.2885-15/e35/24838923_731894707021684_8390467153903484928_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-05T11:13:07,4210755410,[],2017-12-05_11-13-07,"[""recordmondial"",""scirncan""]",4,
219,BcVRYb8HgEe,1.66331E+18,Le sonar multifaisceaux est un outil très utile pour produire des cartes géologiques à haute résolution,https://instagram.fyvr3-1.fna.fbcdn.net/vp/2080f063e044e955cc7bd6529fea80f9/5AD88236/t51.2885-15/e35/24331589_135851400466850_8891256496621355008_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-05T11:31:13,4210755410,[],2017-12-05_11-31-13,"[""cgc175""]",0,
220,BcXe3j0Hqpt,1.66393E+18,Les affiches Géopanorama contiennent de l’information géologique utile aux enseignants de tout le pays,https://instagram.fyvr3-1.fna.fbcdn.net/vp/271fc8f6519f1a04b955cf17cf4148fb/5AE65E76/t51.2885-15/e35/25008533_169499710461391_2991589642450501632_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-06T08:07:33,4210755410,[],2017-12-06_08-07-33,"[""cgc175""]",1,
221,BcX0isBHEyc,1.66403E+18,"La collaboration internationale à son meilleur! Le Programme du plateau continental étendu du Canada fait avancer la recherche scientifique. Dans l’océan Atlantique, le Canada a collaboré aux travaux scientifiques de ses voisins, notamment à ceux du Danemark dans la mer du Labrador et à ceux des États-Unis au large du plateau néo-écossais, au sud-ouest de la Nouvelle-Écosse. Dans l’océan Arctique, le Canada a effectué des levés conjointement avec le Danemark et les États‑Unis, en plus de collaborer avec la Russie. ",https://instagram.fyvr3-1.fna.fbcdn.net/vp/a5d4bc24f498904ccf8edee469c2a2e8/5AF6148B/t51.2885-15/e35/25005773_390705961368702_4147315352679743488_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-06T11:16:56,4210755410,[],2017-12-06_11-16-56,"[""sciencearctique""]",1,
222,BcaAMh8nvQH,1.66464E+18,"étro Rivière Stewart, : les bateaux comme le Yamaska transportaient gens et fournitures, et même des convois de bêtes de somme.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/6467d87b4e34d0f232d7716215b4f906/5AF0B4EC/t51.2885-15/e35/24332401_153374621968425_9004618589281452032_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-07T07:37:15,4210755410,[],2017-12-07_07-37-15,"[""jeudirétro""]",1,
223,BcaByZkn6B7,1.66465E+18,"« En tant que pays arctiques et voisins, nous faisons progresser des technologies novatrices, apportant une contribution fondamentale aux sciences de la Terre et approfondissant de façon spectaculaire nos connaissances géoscientifiques. » – La SP Rudd La secrétaire parlementaire Kim Rudd prononce une allocution au e Atelier sur l’océan Arctique, tenu conjointement à Ottawa par RNCan, Affaires mondiales Canada et MPO. éoSciences éanArctique",https://instagram.fyvr3-1.fna.fbcdn.net/vp/8edc60930563f0a4554b69197c10cbd2/5AE6D81D/t51.2885-15/e35/25011635_770503936470975_8243471404276645888_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-07T07:51:09,4210755410,[],2017-12-07_07-51-09,"[""sciencearctique"",""géosciences"",""lenord"",""océanarctique""]",1,
224,BcaUpmIHOAj,1.66473E+18,"étro : Le scientifique de la CGC J.J. O’Neill a cartographié la côte arctique, de l’Alaska à l’inlet Bathurst.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e2c954d0c671bbcc517a6508475dbb50/5ADF53B1/t51.2885-15/e35/25008084_354590665014426_8670894343277510656_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-07T10:35:59,4210755410,[],2017-12-07_10-35-59,"[""jeudirétro"",""canada150"",""sciencearctique""]",2,
225,BckZPaNHoIb,1.66757E+18,La CGC a géré programmes d’étude de terrain sur les hydrates de gaz du pergélisol au site Mallik (TNO),https://instagram.fyvr3-1.fna.fbcdn.net/vp/d1c06a140e13f4a1c325e6d86f315227/5AFE03FA/t51.2885-15/e35/25012080_177892526281075_4362666159657451520_n.jpg,FALSE,1,GraphImage,ressourcesnaturellescanada,[],2017-12-11T08:28:30,4210755410,[],2017-12-11_08-28-30,"[""cgc175""]",3,
226,BcnIGUtnFWB,1.66834E+18,"La ministre McKenna était au sommet One Planet, où Bill Gates a annoncé un nouveau partenariat avec la Breakthrough Energy Coalition. Ce partenariat se traduira au Canada par des investissements en capital dans des technologies de l’énergie émergentes pour lutter contre les changements climatiques.",https://instagram.fyvr3-1.fna.fbcdn.net/vp/0c7c8584dff115f898e5cae7ce0f6a16/5AE065B9/t51.2885-15/e35/24845983_256521078211564_9169952346023657472_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-12T09:56:26,4210755410,[],2017-12-12_09-56-26,[],3,
227,Bcp6BhrnoeJ,1.66912E+18,"À la station-relais pour satellites d’Inuvik, nous recevons des données en temps réel de satellites en orbite polaire. Nous collaborons aussi avec des partenaires étrangers en accueillant des antennes du centre aérospatial allemand, de la SSC et de l’Observatoire de l’espace du CNES!... érospatial",https://instagram.fyvr3-1.fna.fbcdn.net/vp/e4dde5e88f7c10107f8ca0df5a290910/5AD8D7C7/t51.2885-15/e35/25010054_1945334665721407_8278870073758711808_n.jpg,FALSE,0,GraphImage,ressourcesnaturellescanada,[],2017-12-13T11:51:10,4210755410,[],2017-12-13_11-51-10,"[""sciencearctique"",""satellites"",""aérospatial""]",3,
