,id,date_published,link,caption_original,caption_cleaned,hashtags,num_comments,num_shares,num_likes,Reactions_SUM,category,matched_keywords,language,average_sentiment_score,sentiment,account_name
2,928246055166201856,2017-11-08 13:01:20,['https://t.co/vDywAJLgMb'],"Today, #CanadaRemembers and honours #IndigenousVeterans from across the country. #AboriginalVeteransDay #FirstNations #Inuit #Métis #FNIM https://t.co/vDywAJLgMb",Today CanadaRemembers honours IndigenousVeterans across country AboriginalVeteransDay FirstNations Inuit tis FNIM https co vDywAJLgMb,"['#CanadaRemembers', '#IndigenousVeterans', '#AboriginalVeteransDay', '#FirstNations', '#Inuit', '#M', '#FNIM']",,814,1291,2105,Social,"['#canadaremembers', '#firstnations', '#inuit', '#fnim']",en,0.0,Neutral,GCIndigenous_tweeter
3,795974526169468928,2016-11-08 13:01:30,"['https://t.co/0LfjPlafm', 'https://t.co/eWL3OVVST5']",Today is #AboriginalVeteransDay. Remember the war efforts of #IndigenousVeterans in Canada. #PNMI https://t.co/0LfjPlafmC https://t.co/eWL3OVVST5,Today AboriginalVeteransDay Remember war efforts IndigenousVeterans Canada PNMI https co 0LfjPlafmC https co eWL3OVVST5,"['#AboriginalVeteransDay', '#IndigenousVeterans', '#PNMI']",,622,937,1559,unknown,[],en,0.0,Neutral,GCIndigenous_tweeter
4,877466245876109312,2017-06-21 10:00:30,['https://t.co/uCxpUr6DFB'],"Today, we celebrate #Indigenouspeoples in Canada and recognize their invaluable contributions, cultures and history. Happy #NADCanada! #FNIM https://t.co/uCxpUr6DFB",Today celebrate Indigenouspeoples Canada recognize invaluable contributions cultures history Happy NADCanada FNIM https co uCxpUr6DFB,"['#Indigenouspeoples', '#NADCanada', '#FNIM']",,547,602,1149,Social,"['#indigenouspeoples', 'culture', '#fnim']",en,1.0,Positive,GCIndigenous_tweeter
0,811254988634779648,2016-12-20 17:00:36,['https://t.co/uiIodeLada'],"On Dec. 14, biology students in #Yellowknife dissected fish from Great Slave Lake to learn about environmental monitoring. https://t.co/uiIodeLada",Dec 14 biology students Yellowknife dissected fish Great Slave Lake learn environmental monitoring https co uiIodeLada,['#Yellowknife'],,10,9,19,Environmental,"['biology', 'student', '#yellowknife', 'lake']",en,0.8,Positive,GiantMine_tweeter
1,834432842541182976,2017-02-22 16:01:07,"['https://t.co/UXWEZoDWQ5', 'https://t.co/hLUQnDOiao']",Join the #GiantMine team for a public forum at 7pm March 2 at the Museum Café in Yellowknife. https://t.co/UXWEZoDWQ5 https://t.co/hLUQnDOiao,Join GiantMine team public forum 7pm March Museum Yellowknife https co UXWEZoDWQ5 https co hLUQnDOiao,['#GiantMine'],,11,0,11,Social,"['#giantmine', 'public']",en,0.0,Neutral,GiantMine_tweeter
2,800778045175070720,2016-11-21 19:08:58,"['https://t.co/NwAgScBQJQ', 'https://t.co/p80KLe\xe2\x80\xa6']","RT @CBCNorth: No arsenic trioxide in Giant Mine's springtime dust clouds, new research suggests https://t.co/NwAgScBQJQ https://t.co/p80KLe…",RT CBCNorth arsenic trioxide Giant Mine springtime dust clouds new research suggests https co NwAgScBQJQ https co,[],,7,0,7,unknown,[],en,0.06818181818181818,Neutral,GiantMine_tweeter
3,700353828990877696,2016-02-18 16:18:59,['https://t.co/vZdhsqtHZs'],RT @PWGSC_TPSGC: Join us in Yellowknife! Industry Day @GiantMine Feb 25 #industry #NWT #YZF @AANDCanada https://t.co/vZdhsqtHZs,RT Join us Yellowknife Industry Day GiantMine Feb 25 industry NWT YZF AANDCanada https co vZdhsqtHZs,"['#industry', '#NWT', '#YZF']",,6,0,6,Economical,['#industry'],en,0.0,Neutral,GiantMine_tweeter
4,885876837171302400,2017-07-14 15:01:11,['https://t.co/YEUGvTe3eQ'],Reminder: Stay safe near Giant Mine. https://t.co/YEUGvTe3eQ,Reminder Stay safe near Giant Mine https co YEUGvTe3eQ,[],,3,1,4,Social,['safe'],en,0.2,Neutral,GiantMine_tweeter
0,123326971154939_887358311418464,2017-07-20 08:30:18,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/887358311418464/?type=3,"The official grand opening of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is coming up, in October 2017. CHARS will be a world-class research station in the Arctic, bringing an enhanced level of research and analysis to Canada’s North. For updates on the grand opening celebrations, visit: http://ow.ly/OAnf30dMkxh","The official grand opening of the Canadian High Arctic Research Station (CHARS) in Cambridge Bay, Nunavut, is coming up, in October . CHARS will be a world-class research station in the Arctic, bringing an enhanced level of research and analysis to Canada’s North. For updates on the grand opening celebrations, visit:",[],9,193,125,336,Economical,"['arctic', 'research_station', 'arctic']",en,0.0698330965909091,positive,GovCanNorth_facebook
1,123326971154939_852490154905280,2017-05-30 11:40:05,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/852490154905280/?type=3,Want to help oversee a Land Claim Agreement in Northern Canada? The Government of Canada is looking to fill the positions of Chairman and Vice-Chairman of the Inuvialuit Arbitration Board. Apply now: http://ow.ly/HQB930ca0LO,Want to help oversee a Land Claim Agreement in Northern Canada? The Government of Canada is looking to fill the positions of Chairman and Vice-Chairman of the Inuvialuit Arbitration Board. Apply now:,[],13,73,153,248,Economical,"['land', 'northern', 'government', 'government']",en,0.02941176470588235,positive,GovCanNorth_facebook
2,123326971154939_964266113727683,2017-12-20 12:13:42,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/964265513727743/?type=3,"Check out job opportunities in areas such as land administration, communications, environmental regulation and more!  http://ow.ly/IM6h30hlQGw

ᖃᐅᔨᒋᐊᑭᒃ ᐃᖅᑲᓇᐃᔮᔅᓴᐃᑦ ᒪᑐᐃᖓᔪᑦ ᓄᓇᒧᑦ ᐊᐅᓚᑦᑎᔨᐅᓂᕐᒧᑦ, ᑐᓴᖅᑎᑦᑎᒌᖕᓂᕐᒧᑦ, ᐊᕙᑎᓕᕆᓂᕐᒧᑦ ᐊᑐᐊᒐᓂᒃ ᐊᒻᒪᓗ ᐊᒥᓱᑦ ᐃᓚᒋᔭᐅᔪᑦ! 

Naunaiyaqlugit havakhat pilaqnit hunani tahapkuatut nunaliginiqmun aulatyutit, tuhaumatyutit, avatiliqutit aulatyutai ilavaliilu!","Check out job opportunities in areas such as land administration, communications, environmental regulation and more! ᖃᐅᔨᒋᐊᑭᒃ ᐃᖅᑲᓇᐃᔮᔅᓴᐃᑦ ᒪᑐᐃᖓᔪᑦ ᓄᓇᒧᑦ ᐊᐅᓚᑦᑎᔨᐅᓂᕐᒧᑦ, ᑐᓴᖅᑎᑦᑎᒌᖕᓂᕐᒧᑦ, ᐊᕙᑎᓕᕆᓂᕐᒧᑦ ᐊᑐᐊᒐᓂᒃ ᐊᒻᒪᓗ ᐊᒥᓱᑦ ᐃᓚᒋᔭᐅᔪᑦ! Naunaiyaqlugit havakhat pilaqnit hunani tahapkuatut nunaliginiqmun aulatyutit, tuhaumatyutit, avatiliqutit aulatyutai ilavaliilu!",[],6,51,74,132,Economical,"['job', 'land']",fr,0.2625,positive,GovCanNorth_facebook
3,123326971154939_888204164667212,2017-07-21 13:41:11,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/888203901333905/?type=3,Job opportunity for Inuit enrolled under the Nunavut Agreement - Pilimmaksaivik (the Federal Centre of Excellence for Inuit Employment in Nunavut) is hiring a Cultural and Wellness Officer. This person will coordinate Inuit cultural learning and well-being activities for federal employees in Nunavut. Apply now! http://ow.ly/Doay30dONid,Job opportunity for Inuit enrolled under the Nunavut Agreement - Pilimmaksaivik (the Federal Centre of Excellence for Inuit Employment in Nunavut) is hiring a Cultural and Wellness Officer. This person will coordinate Inuit cultural learning and well-being activities for federal employees in Nunavut. Apply now! d,[],3,68,25,97,Social,"['job', 'inuit', 'federal', 'inuit', 'inuit', 'federal']",en,0.0,neutral,GovCanNorth_facebook
4,123326971154939_942780819209546,2017-11-07 12:05:10,https://www.facebook.com/GovCanNorth/photos/a.343736115780689.1073741825.123326971154939/942780819209546/?type=3,"Today is #InuitDay! Celebrate the unity and combined determination among Inuit of the circumpolar region, and the great work being done by Inuit Circumpolar Council Canada. http://ow.ly/5yni30gq0Dr #Inuujunga","Today is ! Celebrate the unity and combined determination among Inuit of the circumpolar region, and the great work being done by Inuit Circumpolar Council Canada.","['#InuitDay', '#Inuujunga']",1,51,15,71,Social,"['inuit', 'inuit']",en,0.0,neutral,GovCanNorth_facebook
0,2017-01-10_06-04-31,2017-01-10T06:04:31,https://instagram.fyvr3-1.fna.fbcdn.net/vp/ff7c6fd3af2a35b37c28cca8bf2e499f/5AEFFC20/t51.2885-15/e35/15876585_1823473811244269_1436412195368861696_n.jpg,"Can you find our NRCan technician? Sébastien Dagnault, forest productivity technician for the Canadian Forestry Service, is collecting needles to create a model of coal power plant impacts in Western Canada, as part of collaborative projects with the Geological Survey of Canada",find NRCan technician bastien Dagnault forest productivity technician Canadian Forestry Service collecting needles create model coal power plant impacts Western Canada part collaborative projects Geological Survey Canada forest work trees geography canada impact highup,"[""forest"",""work"",""trees"",""geography"",""canada"",""impact"",""highup""]",6,,70,76,Social,"['service', 'plant']",en,0.40625,positive,naturalresourcescanada_instagram
1,2016-12-22_11-46-09,2016-12-22T11:46:09,https://instagram.fyvr3-1.fna.fbcdn.net/vp/1c1f6f54bdb624fb9ba1efe4c9cf630c/5AEC789E/t51.2885-15/e35/15535565_1121739727945369_7551774437448613888_n.jpg,"Frozen ground in Canada’s North, called permafrost, is warming, which can cause the land to sink damaging buildings, roads and other infrastructure.",Frozen ground North called permafrost warming cause land sink damaging buildings roads infrastructure climatechange adaptation climate science environment innovation climatechangeawareness climatechangeisreal climateadaptation themoreyouknow climatescience climateresilience north Arctic CanadianArctic,"[""climatechange"",""adaptation"",""climate"",""science"",""environment"",""innovation"",""climatechangeawareness"",""climatechangeisreal"",""climateadaptation"",""themoreyouknow"",""climatescience"",""climateresilience"",""north"",""arctic"",""canadianarctic""]",6,,61,67,Environmental,"['land', 'building', 'infrastructure']",en,0.4794162326388889,positive,naturalresourcescanada_instagram
2,2017-07-18_17-25-03,2017-07-18T17:25:03,https://instagram.fyvr3-1.fna.fbcdn.net/vp/4c9357b144a3dbe15e38b006e39f2754/5AEC3768/t51.2885-15/e35/20066126_1533432213393409_2012431120091578368_n.jpg,"Good evening, Instagram! My name is Vicki Tschirhart, and I’m a geophysicist with the Geological Survey of Canada.Tomorrow, I’m taking over the NRCan Instagram account to give you a glimpse into a day in the life of a geoscientist in the field. Stay tuned!",Good evening Instagram name Vicki Tschirhart geophysicist Geological Survey Canada nTomorrow taking NRCan Instagram account give glimpse day life geoscientist field Stay tuned Fieldwork SummerFieldwork NRCanSci GeoScience STEMGirls wcw WomenInScience,"[""fieldwork"",""summerfieldwork"",""nrcansci"",""geoscience"",""stemgirls"",""wcw"",""womeninscience""]",1,,56,57,unknown,[],en,0.2857142857142857,positive,naturalresourcescanada_instagram
3,2016-12-21_13-08-37,2016-12-21T13:08:37,https://instagram.fyvr3-1.fna.fbcdn.net/vp/59d8a8a88bca450ad3f8fe73d48ef576/5ADCADDA/t51.2885-15/e35/15535309_1770030706655362_3786245505168703488_n.jpg,"With no roads to the field, scientists have to take another form of transportation",roads field scientists take another form transportation ArcticScience FieldPostcards arctic north research helicopter canada science,"[""arcticscience"",""fieldpostcards"",""arctic"",""north"",""research"",""helicopter"",""canada"",""science""]",5,,48,53,unknown,[],en,0.27,positive,naturalresourcescanada_instagram
4,2017-07-19_15-34-16,2017-07-19T15:34:16,https://instagram.fyvr3-1.fna.fbcdn.net/vp/65f50d9e097d38d3af60d0e8c137a567/5AE8B27E/t51.2885-15/e35/20067163_1745876775712419_5154098073894387712_n.jpg,"Well, thanks for joining us today! We hope you enjoyed learning a bit about the fieldwork we do during the summer! Until next time. ",Well thanks joining us today hope enjoyed learning bit fieldwork summer nUntil next time ByeForNow Fieldwork,"[""byefornow"",""fieldwork""]",0,,47,47,unknown,[],en,0.0,neutral,naturalresourcescanada_instagram
0,928689797740318720,2017-11-09 18:24:36,[],RT @VeteransENG_CA: RT to remember &amp; get a reminder on 11/11. Join our tribute and be added to a mosaic remembering Canada's Veterans #Cana…,RT RT remember amp get reminder 11 11 Join tribute added mosaic remembering Canada Veterans,['#Cana'],,24496,0,24496,Social,['veterans'],en,0.0,Neutral,NRCan_tweeter
1,881144939098275840,2017-07-01 13:38:19,['https://t.co/EbZslEB27r'],RT @CanadianPM: PM Trudeau invites all Canadians to celebrate the 150th anniversary of Canadian Confederation. https://t.co/EbZslEB27r #Can…,RT CanadianPM PM Trudeau invites Canadians celebrate 150th anniversary Canadian Confederation https co EbZslEB27r,['#Can'],,928,0,928,unknown,[],en,0.0,Neutral,NRCan_tweeter
2,918115987140030464,2017-10-11 14:08:03,['https://t.co/sKBkkjR\xe2\x80\xa6'],RT @CanadianPM: Every girl has the potential to shape our world for the better &amp; the right to reach her full potential https://t.co/sKBkkjR…,RT CanadianPM Every girl potential shape world better amp right reach full potential https co,[],,608,0,608,Economical,['right'],en,0.22714285714285715,Neutral,NRCan_tweeter
3,830096272220626946,2017-02-10 16:49:08,['https://t.\xe2\x80\xa6'],RT @UNESCO: We all stand to benefit frm a greater participation of girls &amp; #WomenInScience bc greater diversity = better science https://t.…,RT UNESCO stand benefit frm greater participation girls amp WomenInScience bc greater diversity better science https,['#WomenInScience'],,583,0,583,Social,"['#womeninscience', 'diversity']",en,0.5,Positive,NRCan_tweeter
4,877517554616598528,2017-06-21 13:24:23,[],"RT @GCIndigenous: Today, we celebrate #Indigenouspeoples in Canada and recognize their invaluable contributions, cultures and history. Happ…",RT GCIndigenous Today celebrate Indigenouspeoples Canada recognize invaluable contributions cultures history,['#Indigenouspeoples'],,547,0,547,Social,"['#indigenouspeoples', 'culture']",en,0.0,Neutral,NRCan_tweeter
0,2017-12-29_10-27-12,2017-12-29T10:27:12,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f45a35039e1403cab4417257b19574b2/5AE3FC14/t51.2885-15/e35/26074021_183745329029406_8019917742339522560_n.jpg,"We had an amazing on Instagram, swipe through to see our TOP TEN posts! ⭐️ Thank you for following and tagging us in all of your incredible photos this year. We're so pleased to be a part of your adventures and your . Did YOUR favourite make the list?.....",amazing 2017 Instagram swipe see TOP TEN posts Thank following tagging us incredible photos year pleased part adventures Canada150 favourite make list canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 bucketlist wanderlust,"[""canada150"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""bucketlist"",""wanderlust""]",119,,9444,9563,unknown,[],en,0.3403415627614682,positive,parks.canada_instagram
1,2017-08-06_14-44-10,2017-08-06T14:44:10,https://instagram.fyvr3-1.fna.fbcdn.net/vp/577a5a5affea094b48725ef2c4459391/5AD95516/t51.2885-15/e35/20686915_160552274511372_4394924160074121216_n.jpg,"If you’re looking for a magical place to walk off into the sunset, this boardwalk in Gros Morne National Park is where your dreams can come true! Whether you’re looking for a dreamy, romantic sunset, or an invigorating outdoor adventure, a trip to Gros Morne is exactly what you’re looking for! by ",looking magical place walk sunset boardwalk Gros Morne National Park dreams come true Whether looking dreamy romantic sunset invigorating outdoor adventure trip Gros Morne exactly looking tomcochrane GrosMorne GrosMorneNP NL Newfoundland coastal Liveyouradventure Instatravel Vacation Sunset TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy,"[""grosmorne"",""grosmornenp"",""nl"",""newfoundland"",""coastal"",""liveyouradventure"",""instatravel"",""vacation"",""sunset"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy""]",235,,7068,7303,Environmental,['park'],en,0.3669220547295644,positive,parks.canada_instagram
2,2018-01-09_07-30-13,2018-01-09T07:30:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/f552149731bc0901638284927909595a/5AF69F2A/t51.2885-15/e35/26073906_142718293059595_4990064936328626176_n.jpg,"“Place of spirits” is the Inuktitut meaning of Torngat Mountains National Park’s name. Looking at this incredible scene featuring the glacier-carved Saglek Fjord, the name suits the place perfectly, wouldn’t you agree?.: .....  ",Place Inuktitut meaning Torngat Mountains National name Looking incredible scene featuring glacier carved Saglek Fjord name suits place perfectly agree everythingeverywhere explorecanada parkscanada beautifuldestinations canada exploreNL fjord mountains TorngatMountains mountains glacier torngat newfoundlandandlabrador newfoundland eastcoast ParksCanada Canada150 Liveyouradventure Instatravel Vacation TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld Bucketlist,"[""explorecanada"",""parkscanada"",""beautifuldestinations"",""canada"",""explorenl"",""fjord"",""mountains"",""torngatmountains"",""mountains"",""glacier"",""torngat"",""newfoundlandandlabrador"",""newfoundland"",""eastcoast"",""parkscanada"",""canada150"",""liveyouradventure"",""instatravel"",""vacation"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""bucketlist""]",77,,6716,6793,unknown,[],en,0.14483004385964912,positive,parks.canada_instagram
3,2017-11-14_15-32-15,2017-11-14T15:32:15,https://instagram.fyvr3-1.fna.fbcdn.net/vp/8ae8f22cc238381213bb5269c2653313/5AFB6348/t51.2885-15/e35/23507794_126999907994317_4394506341360599040_n.jpg,"Winter is a wonderful time to elore Prince Albert National Park, and discover the tracks of the animals that live there! For your safety and the safety of wildlife, please stay a respectful distance away from any wild animal.: .....",Winter wonderful time explore Prince Albert National Park discover tracks animals live safety safety wildlife please stay respectful distance away wild animal thelostgirlsguide KeepWildlifeWild canada parkscanada exploreCanada ohcanada enjoycanada tourcanada instatravel travelgram tourism instago wanderlust ilovetravel getoutside travel travelphotography roadtrip Canada150 PANP PrinceAlbertNP ExploreSask Saskatchewan DestinationCanada snow winter,"[""keepwildlifewild"",""canada"",""parkscanada"",""explorecanada"",""ohcanada"",""enjoycanada"",""tourcanada"",""instatravel"",""travelgram"",""tourism"",""instago"",""wanderlust"",""ilovetravel"",""getoutside"",""travel"",""travelphotography"",""roadtrip"",""canada150"",""panp"",""princealbertnp"",""exploresask"",""saskatchewan"",""destinationcanada"",""snow"",""winter""]",30,,6653,6683,Environmental,"['park', 'wildlife']",en,0.3186805555555556,positive,parks.canada_instagram
4,2017-11-15_16-06-13,2017-11-15T16:06:13,https://instagram.fyvr3-1.fna.fbcdn.net/vp/e98d0bd993643613de76681749cc4573/5AE95B10/t51.2885-15/e35/23596662_129917287722201_4367787212373229568_n.jpg,"Winter is coming… but luckily, it’s beautiful! Yoho National Park: .....",Winter luckily beautiful Yoho National Park yohonationalpark hikebc bcparks bcisbeautiful explorebc explorebcparks bcphotography Yoho MountainParks Climbers Nature Liveyouradventure Instatravel TravelGram Travel LiveOutdoors Instago Wanderlust Wanderer Travelphotography ILoveTravel Trip Vacay TravelTheWorld ParksCanada Canada150 Bucketlist DestinationCanada Dreamy mountain,"[""yohonationalpark"",""hikebc"",""bcparks"",""bcisbeautiful"",""explorebc"",""explorebcparks"",""bcphotography"",""yoho"",""mountainparks"",""climbers"",""nature"",""liveyouradventure"",""instatravel"",""travelgram"",""travel"",""liveoutdoors"",""instago"",""wanderlust"",""wanderer"",""travelphotography"",""ilovetravel"",""trip"",""vacay"",""traveltheworld"",""parkscanada"",""canada150"",""bucketlist"",""destinationcanada"",""dreamy"",""mountain""]",33,,5976,6009,Environmental,['park'],en,0.3842171717171717,positive,parks.canada_instagram
0,137563459593611_1678417548841520,2017-04-04 19:00:00,https://www.facebook.com/ParksCanada/videos/1678417548841520/,"You’ve probably seen us mention our Discover Canada contest, but maybe you didn’t realize how epic this prize is! The trip of a lifetime to Gros Morne National Park and L’Anse aux Meadows National Historic Site in Newfoundland and Labrador could be yours! Tag your best travel buddies and make sure you ALL enter to increase your chances! #ParksContest

http://www.parkscanadacontest.ca/discovercanada/go","You’ve probably seen us mention our Discover Canada contest, but maybe you didn’t realize how epic this prize is! The trip of a lifetime to Gros Morne National Park and L’Anse aux Meadows National Historic Site in Newfoundland and Labrador could be yours! Tag your best travel buddies and make sure you ALL enter to increase your chances!",['#ParksContest'],7901,5145,4560,18246,Environmental,['park'],en,0.057725779967159274,positive,ParksCanada_facebook
1,137563459593611_1344712718878673,2016-05-08 06:55:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1344712718878673/?type=3,Happy Mother's Day to all the momma bears out there! #TimeToConnect,Happy Mother's Day to all the momma bears out there!,['#TimeToConnect'],115,1964,8635,11478,unknown,[],en,0.11529611170977012,positive,ParksCanada_facebook
2,137563459593611_1354186437931301,2016-05-20 08:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1354186437931301/?type=3,"Happy Friday Follower Photo!!!
This mesmerizing shot of Waterfowl Lake in Banff National Park comes to us from Harry R. who captioned it: ""A time for reflection.""

Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.","Happy Friday Follower Photo!!! This mesmerizing shot of Waterfowl Lake in Banff National Park comes to us from Harry R. who captioned it: ""A time for reflection."" Every Friday, we randomly pick a photo sent to us by a follower and feature it on our wall. If you would like to submit a photo for consideration, simply send us a message with your photo and caption.",[],185,1089,7092,9031,Environmental,"['lake', 'park']",en,0.05849056603773585,positive,ParksCanada_facebook
3,137563459593611_1449415128408431,2016-09-14 07:15:00,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1449415128408431/?type=3,"Want to experience something completely different this fall? We're testing a variety of new accommodations, and reservations are still possible! Couples should try our Micro-Cube or Double-Tent for comfort, or the Cocoon Tree Bed or Goutte d’Ô for an experience like no other! Families and friends might want to try out our custom designed Tiny Home on Wheels. Find out more here: http://ow.ly/ilJm303ZBum","Want to eerience something completely different this fall? We're testing a variety of new accommodations, and reservations are still possible! Couples should try our Micro-Cube or Double-Tent for comfort, or the Cocoon Tree Bed or Goutte d’Ô for an eerience like no other! Families and friends might want to try out our custom designed Tiny Home on Wheels. Find out more here:",[],590,1721,5090,7862,Social,"['tree', 'friend']",en,0.049960691823899374,positive,ParksCanada_facebook
4,137563459593611_1257381627611783,2016-01-04 19:41:38,https://www.facebook.com/ParksCanada/photos/a.179253688757921.51944.137563459593611/1257381627611783/?type=3,"Happy New Year!!!
We are starting 2016 with great news: as a first step towards celebrating Canada's 150th Anniversary of Confederation at Parks Canada places, our 2016 Discovery Pass will be valid for 24 months!

The Discovery Pass gives you unlimited opportunities to enjoy nearly 200 National Parks, National Historic Sites and National Marine Conservation Areas across Canada. Find out more: http://ow.ly/WgNJc","Happy New Year!!! We are starting with great news: as a first step towards celebrating Canada's th Anniversary of Confederation at Parks Canada places, our Discovery Pass will be valid for months! The Discovery Pass gives you unlimited opportunities to enjoy nearly National Parks, National Historic Sites and National Marine Conservation Areas across Canada. Find out more: c",[],221,2140,4355,6718,Environmental,"['marine', 'conservation']",en,0.09056122448979592,positive,ParksCanada_facebook
0,929115754162778112,2017-11-10 22:37:12,[],"RT @CanadianPM: 117,000 poppies, one for each of Canada’s Fallen, cascade down Centre Block on Parliament Hill in Ottawa. #CanadaRemembers…",RT CanadianPM 117 000 poppies one Fallen cascade Centre Block Parliament Hill Ottawa,['#CanadaRemembers'],,2372,0,2372,unknown,[],en,-0.1555555555555556,Neutral,ParksCanada_tweeter
1,946472108955262976,2017-12-28 20:05:10,['https://t.co/UXkwnRTw'],"A big thank you 🎈 for an incredible #Canada150 year, on behalf of the entire #ParksCanada network. https://t.co/UXkwnRTwdC",big thank incredible Canada150 year behalf entire ParksCanada network https co UXkwnRTwdC,"['#Canada150', '#ParksCanada']",,499,1471,1970,Social,"['#canada150', '#parkscanada']",en,0.3,Neutral,ParksCanada_tweeter
2,895726583729856513,2017-08-10 19:20:34,"['https://t.co/3kCgJN4RYV', 'https://t.co/8d6MR3Ee46']",Qausuittuq National Park is officially open! Learn more about this cluster of islands in the High #Arctic: https://t.co/3kCgJN4RYV #Nunavut https://t.co/8d6MR3Ee46,Qausuittuq National Park officially open Learn cluster islands High Arctic https co 3kCgJN4RYV Nunavut https co 8d6MR3Ee46,"['#Arctic', '#Nunavut']",,162,433,595,Environmental,"['park', '#arctic', '#nunavut']",en,0.22,Neutral,ParksCanada_tweeter
3,927330962379366402,2017-11-06 00:25:05,['https://t.co/3SraumhUxm'],"It’s the first day of #PolarBearWeek! ❄️ From cool photos, to fun facts stay tuned all week for all things polar bear! @PolarBears https://t.co/3SraumhUxm",first day PolarBearWeek cool photos fun facts stay tuned week things polar bear PolarBears https co 3SraumhUxm,['#PolarBearWeek'],,137,373,510,unknown,[],en,0.21458333333333326,Neutral,ParksCanada_tweeter
4,929336730557341698,2017-11-11 13:15:17,['https://t.co/qWJ6OBBF8y'],It’s #RemembranceDay 🇨🇦 Honour those who have served our country and share a photo of how you will remember them #ParksChallenge https://t.co/qWJ6OBBF8y,RemembranceDay Honour served country share photo remember ParksChallenge https co qWJ6OBBF8y,"['#RemembranceDay', '#ParksChallenge']",,106,333,439,Environmental,['#parkschallenge'],en,0.0,Neutral,ParksCanada_tweeter
0,401846167974_10155947288687975,2017-10-25 19:00:32,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155947288687975/?type=3,"Recall: Ford trucks. Water could enter the door latch, potentially causing the door to open while in the vehicle is in motion. http://ow.ly/oYpH30g7sFl","Recall: Ford trucks. Water could enter the door latch, potentially causing the door to open while in the vehicle is in motion.",[],247,1219,37,1525,Environmental,['water'],en,0.0,neutral,TransportandInfrastructureinCanada_facebook
1,401846167974_10154930462952975,2016-12-22 08:56:56,https://www.facebook.com/TransportandInfrastructureinCanada/videos/10154930462952975/,"In case you missed it, Santa Claus renewed his commercial pilot’s license at Transport Canada! Watch Min Garneau give Santa the ok to fly! http://ow.ly/r5xO307mY09","In case you missed it, Santa Claus renewed his commercial pilot’s license at Transport Canada! Watch Min Garneau give Santa the ok to fly! 09",[],21,1147,226,1451,Economical,['transport'],en,0.0,neutral,TransportandInfrastructureinCanada_facebook
2,401846167974_10155841043802975,2017-09-18 08:45:18,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10155841043802975/?type=3,Recall: RAM trucks with 6.7 litre diesel engines. The water pump could fail. This could cause an underhood fire. http://ow.ly/rgmP30feGd4,Recall: RAM trucks with litre diesel engines. The water pump could fail. This could cause an underhood fire.,[],180,1092,29,1314,Environmental,['water'],en,0.0,neutral,TransportandInfrastructureinCanada_facebook
3,401846167974_10156111964217975,2017-12-21 18:00:34,https://www.facebook.com/TransportandInfrastructureinCanada/photos/a.10151569797817975.1073741825.401846167974/10156111964217975/?type=3,Recall: Bombardier ATVs with dynamic power steering. The steering shaft could break resulting in a loss of steering control. Owners are advised to stop riding their ATV until the interim recall repair is performed,Recall: Bombardier ATVs with dynamic power steering. The steering shaft could break resulting in a loss of steering control. Owners are advised to stop riding their ATV until the interim recall repair is performed,[],159,1016,49,1227,unknown,[],en,0.09420530913978496,positive,TransportandInfrastructureinCanada_facebook
