,Unnamed: 0,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original
120,120,940311854836011008,3,0,2017-12-11 20:06:30,: Heights and peaks are majestic and reaching them is not for fainthearted,[],[],Heights peaks majestic reaching fainthearted,"['Heights', 'peaks', 'majestic', 'reaching', 'fainthearted']","[u'height', u'peak', u'majest', u'reach', u'faintheart']",RT @aftabcanada: @Dannilei @ParksCanada Heights and peaks are majestic and reaching them is not for fainthearted
121,121,940295434064588800,15,26,2017-12-11 19:01:15,"gets the… campsite? That’s right, reservations start in January:","['#EarlyBird', '#2018camping', '#PlanAhead', '#ExploreCanada']","['https://t.co/ePsOQZnx5q', 'https://t.co/mtlu8BBMsF']",gets campsite right reservations start January,"['gets', 'campsite', 'right', 'reservations', 'start', 'January']","[u'get', u'campsit', u'right', u'reserv', u'start', u'januari']","#EarlyBird gets the… campsite? That’s right, #2018camping reservations start in January: https://t.co/ePsOQZnx5q #PlanAhead #ExploreCanada https://t.co/mtlu8BBMsF"
122,122,940282605244518413,2,5,2017-12-11 18:10:17,This Week in : The King of Comedy launches the career of Charlie Chaplin,"['#History', '#CharlieChaplin']","['https://t.co/l6outUtW2R', 'https://t.co/nvbcCohn6m']",Week King Comedy launches career Charlie Chaplin,"['Week', 'King', 'Comedy', 'launches', 'career', 'Charlie', 'Chaplin']","[u'week', u'king', u'comedi', u'launch', u'career', u'charli', u'chaplin']","This Week in #History: The King of Comedy launches the career of Charlie Chaplin 
https://t.co/l6outUtW2R #CharlieChaplin https://t.co/nvbcCohn6m"
123,123,940265394543169538,4,25,2017-12-11 17:01:54,"To wrap up this week’s , show us how you plan to stay this !","['#ParksChallenge', '#active', '#winter']",['https://t.co/jzoieml3jG'],wrap show us plan stay,"['wrap', 'show', 'us', 'plan', 'stay']","[u'wrap', u'show', 'us', u'plan', u'stay']","To wrap up this week’s #ParksChallenge, show us how you plan to stay #active this #winter! https://t.co/jzoieml3jG"
124,124,940237316039245825,13,44,2017-12-11 15:10:19,There’s snow much fun to be had at our parks and sites during the winter months! Check out of our ideas!,"['#WinterFun', '#GetOutdoors', '#SnowFun']","['https://t.co/uThtjLScGP', 'https://t.co/xsewqCSB5Y']",snow much fun parks sites winter months Check ideas,"['snow', 'much', 'fun', 'parks', 'sites', 'winter', 'months', 'Check', 'ideas']","[u'snow', u'much', u'fun', u'park', u'site', u'winter', u'month', u'check', u'idea']",There’s ❄snow❄ much fun to be had at our parks and sites during the winter months! Check out 10 of our ideas! https://t.co/uThtjLScGP #WinterFun #GetOutdoors #SnowFun @Canada https://t.co/xsewqCSB5Y
125,125,940208369624854528,69,182,2017-12-11 13:15:18,"Happy ! We think mountain views are some of the best around, what about you? Share your photos! 2","['#InternationalMountainDay', '#Canadian']",['https://t.co/BUaObXMs3'],Happy think mountain views best around Share photos,"['Happy', 'think', 'mountain', 'views', 'best', 'around', 'Share', 'photos']","[u'happi', u'think', u'mountain', u'view', u'best', u'around', u'share', u'photo']","Happy #InternationalMountainDay! We think #Canadian mountain views are some of the best around, what about you? Share your photos! 🗻💙 https://t.co/BUaObXMs32"
126,126,940069907940569088,2,19,2017-12-11 04:05:06,"Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures. 0","['#WinterFun', '#GetOutside', '#FamilyFun']","['https://t.co/uThtjM9Nyn', 'https://t.co/ZPpWPrFjv']",Looking family fun winter rounded ten places offering super fun snow filled adventures,"['Looking', 'family', 'fun', 'winter', 'rounded', 'ten', 'places', 'offering', 'super', 'fun', 'snow', 'filled', 'adventures']","[u'look', u'famili', u'fun', u'winter', u'round', u'ten', u'place', u'offer', u'super', u'fun', u'snow', u'fill', u'adventur']","Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures. ❄ https://t.co/uThtjM9Nyn  #WinterFun #GetOutside #FamilyFun @ExploreCanada https://t.co/ZPpWPrFjv0"
127,127,940025868004536320,7,31,2017-12-11 01:10:06,"we have a channel? This , check out our playlist to see what we’re doing to protect our places!","['#DYK', '#YouTube', '#SubscriberSunday', '#conservation', '#science']","['https://t.co/EfyY1Vo3PN', 'https://t.co/aRmDj2lxva']",channel check playlist see protect places,"['channel', 'check', 'playlist', 'see', 'protect', 'places']","[u'channel', u'check', u'playlist', u'see', u'protect', u'place']","#DYK we have a #YouTube channel? This #SubscriberSunday, check out our #conservation playlist to see what we’re doing to protect our places! #science https://t.co/EfyY1Vo3PN https://t.co/aRmDj2lxva"
128,128,939942837474484224,8,31,2017-12-10 19:40:10,You’re never too young—or too old—to enjoy the giddy fast-paced thrills of a ride. Hop on your toboggan !,"['#toboggan', '#WinterFun', '#SnowFun']","['https://t.co/iv9FwCX8wH', 'https://t.co/9rY1AqZX']",never enjoy giddy fast paced thrills ride Hop toboggan,"['never', 'enjoy', 'giddy', 'fast', 'paced', 'thrills', 'ride', 'Hop', 'toboggan']","[u'never', u'enjoy', u'giddi', u'fast', u'pace', u'thrill', u'ride', u'hop', u'toboggan']","You’re never too young—or too old—to enjoy the giddy fast-paced thrills of a #toboggan ride. Hop on your toboggan @KouchibouguacNP! https://t.co/iv9FwCX8wH
#WinterFun #SnowFun @SeeNewBrunswick https://t.co/9rY1AqZXDd"
129,129,939887593457668096,6,28,2017-12-10 16:00:39,It’s almost the last day to order your to arrive before . Grab your last minute gifts c,"['#gifts', '#Christmas', '#MerryCanada']",['https://t.co/hUABHAfD6'],almost last day order arrive Grab last minute gifts,"['almost', 'last', 'day', 'order', 'arrive', 'Grab', 'last', 'minute', 'gifts']","[u'almost', u'last', u'day', u'order', u'arriv', u'grab', u'last', u'minut', u'gift']",It’s almost the last day to order your #gifts to arrive before #Christmas. Grab your last minute #MerryCanada gifts @ParksCanadaShop https://t.co/hUABHAfD6c
130,130,939649641443971073,1,8,2017-12-10 00:15:07,"What could be more fun than Winter Adventure Weekend ? Join the fun with skating, hockey, snowshoeing, maple rolling and more!","['#ExploreMB', '#RidingNP']",['https://t.co/uThtjLScGP'],could fun Winter Adventure Weekend Join fun skating hockey snowshoeing maple rolling,"['could', 'fun', 'Winter', 'Adventure', 'Weekend', 'Join', 'fun', 'skating', 'hockey', 'snowshoeing', 'maple', 'rolling']","[u'could', u'fun', u'winter', u'adventur', u'weekend', u'join', u'fun', u'skate', u'hockey', u'snowsho', u'mapl', u'roll']","What could be more fun than Winter Adventure Weekend @RidingNP? Join the fun with skating, hockey, snowshoeing, maple rolling and more! ❄ https://t.co/uThtjLScGP #ExploreMB #RidingNP"
131,131,939600653730672640,6,15,2017-12-09 21:00:27,Learn why researchers are taking water samples in the icy waters of Wapusk National Park.,['#ScienceWithAView'],['https://t.co/bmPdriM7Hv'],Learn researchers taking water samples icy waters Wapusk National Park,"['Learn', 'researchers', 'taking', 'water', 'samples', 'icy', 'waters', 'Wapusk', 'National', 'Park']","[u'learn', u'research', u'take', u'water', u'sampl', u'ici', u'water', u'wapusk', u'nation', u'park']",Learn why researchers are taking water samples in the icy waters of Wapusk National Park. 📹 #ScienceWithAView https://t.co/bmPdriM7Hv
132,132,939566610574200833,5,13,2017-12-09 18:45:10,Sad your is in winter storage? Start making your plans now! Book in January!,"['#RV', '#2018camping']","['https://t.co/ePsOQZnx5q', 'https://t.co/5QRGeWoDDk']",Sad winter storage Start making plans Book January,"['Sad', 'winter', 'storage', 'Start', 'making', 'plans', 'Book', 'January']","[u'sad', u'winter', u'storag', u'start', u'make', u'plan', u'book', u'januari']",Sad your #RV is in winter storage? Start making your #2018camping plans now! Book in January! https://t.co/ePsOQZnx5q @GoRVingCanada https://t.co/5QRGeWoDDk
133,133,939528870642044928,7,7,2017-12-09 16:15:13,ski season is just around the corner! We want to see where you’ll and hit the this winter! 1D,"['#Xcountry', '#waxup', '#corduroy', '#ParksChallenge']",['https://t.co/Z6XnYfIO'],ski season around corner want see hit winter 1D,"['ski', 'season', 'around', 'corner', 'want', 'see', 'hit', 'winter', '1D']","[u'ski', u'season', u'around', u'corner', u'want', u'see', u'hit', u'winter', '1d']",#Xcountry ski season is just around the corner! We want to see where you’ll #waxup and hit the #corduroy this winter! #ParksChallenge @KouchibouguacNP https://t.co/Z6XnYfIO1D
134,134,939496155540590593,7,39,2017-12-09 14:05:13,There’s snow much fun to be had at our parks and sites during the winter months! Check out of our ideas!,"['#WinterFun', '#GetOutdoors', '#SnowFun']","['https://t.co/uThtjLScGP', 'https://t.co/jWcc1bsWUF']",snow much fun parks sites winter months Check ideas,"['snow', 'much', 'fun', 'parks', 'sites', 'winter', 'months', 'Check', 'ideas']","[u'snow', u'much', u'fun', u'park', u'site', u'winter', u'month', u'check', u'idea']",There’s ❄snow❄ much fun to be had at our parks and sites during the winter months! Check out 10 of our ideas! https://t.co/uThtjLScGP #WinterFun #GetOutdoors #SnowFun @Canada https://t.co/jWcc1bsWUF
135,135,939470967914553350,4,15,2017-12-09 12:25:07,Cheese! It’s ! Join in on the fun and send us a by sharing a photo of your family in a national park with your fave holiday emoji 0,"['#ChristmasCardDay', '#ChristmasCard']",['https://t.co/sm9oUD9WG'],Cheese Join fun send us sharing photo family national park fave holiday emoji,"['Cheese', 'Join', 'fun', 'send', 'us', 'sharing', 'photo', 'family', 'national', 'park', 'fave', 'holiday', 'emoji']","[u'chees', u'join', u'fun', u'send', 'us', u'share', u'photo', u'famili', u'nation', u'park', u'fave', u'holiday', u'emoji']",Cheese! 📸 It’s #ChristmasCardDay! Join in on the fun and send us a #ChristmasCard by sharing a photo of your family in a national park with your fave holiday emoji 🎅 https://t.co/sm9oUD9WG0
136,136,939321253491601418,17,47,2017-12-09 02:30:13,"Join North America’s longest-running citizen science project, the annual Christmas . It’s a great chance for your junior scientist to make a difference for conservation.","['#BirdCount', '#1000islands']","['https://t.co/uThtjLScGP', 'https://t.co/Gm1LduMH2t']",Join North longest running citizen science project annual Christmas great chance junior scientist make difference conservation,"['Join', 'North', 'longest', 'running', 'citizen', 'science', 'project', 'annual', 'Christmas', 'great', 'chance', 'junior', 'scientist', 'make', 'difference', 'conservation']","[u'join', u'north', u'longest', u'run', u'citizen', u'scienc', u'project', u'annual', u'christma', u'great', u'chanc', u'junior', u'scientist', u'make', u'differ', u'conserv']","Join North America’s longest-running citizen science project, the annual Christmas #BirdCount @TINationalPark. 🐦 It’s a great chance for your junior scientist to make a difference for conservation. https://t.co/uThtjLScGP
#1000islands @OntarioTravel https://t.co/Gm1LduMH2t"
137,137,939284752015740928,1,13,2017-12-09 00:05:10,You don’t need a to join in on Pretend to be a Day! Just visit one of our historic sites and eerience 🇨🇦’s history first hand,"['#DeLorean', '#Timetraveller']",['https://t.co/Mc0a6pwhze'],need join Pretend Day visit one historic sites eerience history first hand,"['need', 'join', 'Pretend', 'Day', 'visit', 'one', 'historic', 'sites', 'eerience', 'history', 'first', 'hand']","[u'need', u'join', u'pretend', u'day', u'visit', u'one', u'histor', u'site', u'eerienc', u'histori', u'first', u'hand']",You don’t need a #DeLorean to join in on Pretend to be a #Timetraveller Day! Just visit one of our historic sites and experience 🇨🇦’s history first hand 🕔🚀🕤 https://t.co/Mc0a6pwhze
138,138,939245811145363456,0,6,2017-12-08 21:30:26,"Deck the Hallsat Bellevue House National Historic Site tomorrow as we celebrate the season with festive décor, kid’s crafts and hot beverages.️","['#FamilyTravel', '#Christmas', '#Holidays']",['https://t.co/GPywnocMHP'],Deck Hallsat Bellevue House National Historic Site tomorrow celebrate season festive cor crafts hot beverages,"['Deck', 'Hallsat', 'Bellevue', 'House', 'National', 'Historic', 'Site', 'tomorrow', 'celebrate', 'season', 'festive', 'cor', 'crafts', 'hot', 'beverages']","[u'deck', u'hallsat', u'bellevu', u'hous', u'nation', u'histor', u'site', u'tomorrow', u'celebr', u'season', u'festiv', u'cor', u'craft', u'hot', u'beverag']","🎵Deck the Halls🎵at Bellevue House National Historic Site tomorrow as we celebrate the season with festive décor, kid’s crafts and hot beverages.☕️ #FamilyTravel #Christmas #Holidays https://t.co/GPywnocMHP"
139,139,939211795113414658,11,33,2017-12-08 19:15:16,"While we await the snow, snowshoers can burn -1000 calories per hour? Who knew! Show us where you plan on leaving tracks this .","['#DYK', '#winter', '#ParksChallenge', '#LaMauricie']",['https://t.co/MNSVyHJBJj'],await snow snowshoers burn 1000 calories per hour knew Show us plan leaving tracks,"['await', 'snow', 'snowshoers', 'burn', '1000', 'calories', 'per', 'hour', 'knew', 'Show', 'us', 'plan', 'leaving', 'tracks']","[u'await', u'snow', u'snowshoer', u'burn', u'1000', u'calori', u'per', u'hour', u'knew', u'show', 'us', u'plan', u'leav', u'track']","While we await the snow, #DYK snowshoers can burn 420-1000 calories per hour? Who knew! Show us where you plan on leaving tracks this #winter. #ParksChallenge #LaMauricie https://t.co/MNSVyHJBJj"
140,140,939179101381947392,11,32,2017-12-08 17:05:21,"Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures. u","['#WinterFun', '#GetOutside', '#FamilyFun']","['https://t.co/uThtjLScGP', 'https://t.co/hWLk9xCXn']",Looking family fun winter rounded ten places offering super fun snow filled adventures,"['Looking', 'family', 'fun', 'winter', 'rounded', 'ten', 'places', 'offering', 'super', 'fun', 'snow', 'filled', 'adventures']","[u'look', u'famili', u'fun', u'winter', u'round', u'ten', u'place', u'offer', u'super', u'fun', u'snow', u'fill', u'adventur']","Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures. ❄ https://t.co/uThtjLScGP  #WinterFun #GetOutside #FamilyFun @ExploreCanada https://t.co/hWLk9xCXnu"
141,141,939150152614535168,7,20,2017-12-08 15:10:19,"See spectacular º imagery of Kluane NPR, , and at Kejimkujik NP &amp; NHS thanks to ’s pilot project!","['#GoogleExpeditions', '#Innovation', '#Blueprint2020']","['https://t.co/gSiHSd6AoG', 'https://t.co/ZTQRUyJk4w']",See spectacular imagery Kluane NPR Kejimkujik NP amp NHS thanks pilot project,"['See', 'spectacular', 'imagery', 'Kluane', 'NPR', 'Kejimkujik', 'NP', 'amp', 'NHS', 'thanks', 'pilot', 'project']","[u'see', u'spectacular', u'imageri', u'kluan', u'npr', u'kejimkujik', 'np', u'amp', u'nhs', u'thank', u'pilot', u'project']","See spectacular 360º imagery of Kluane NPR, @PacificRimNPR, and at Kejimkujik NP &amp; NHS thanks to @ParksCanada’s #GoogleExpeditions pilot project! @ParksCanada_NS @ParksCanYukon #Innovation #Blueprint2020
https://t.co/gSiHSd6AoG https://t.co/ZTQRUyJk4w"
142,142,939132872987959298,5,21,2017-12-08 14:01:39,with our new gear! What’s on your ? u,"['#ArriveInStyle', '#ParksCanada', '#wishlist']",['https://t.co/DIVY6LGgs'],new gear,"['new', 'gear']","[u'new', u'gear']","#ArriveInStyle with our new #ParksCanada gear! What’s on your #wishlist? 🎁
@ParksCanadaShop https://t.co/DIVY6LGgsu"
143,143,938966476324855808,11,39,2017-12-08 03:00:27,Congratulations to Brock Fraser (Geomatics Co-ordinator ) on receiving a Public Service Award of Excellence! Your contributions will help others access information more easily. Way to go! (pictured at centre) u,"['#geospatial', '#PSAE']","['https://t.co/40vdc0Z9UA', 'https://t.co/6XwWOa06l']",Congratulations Brock Fraser Geomatics Co ordinator receiving Public Service Award Excellence contributions help others access information easily Way go pictured centre,"['Congratulations', 'Brock', 'Fraser', 'Geomatics', 'Co', 'ordinator', 'receiving', 'Public', 'Service', 'Award', 'Excellence', 'contributions', 'help', 'others', 'access', 'information', 'easily', 'Way', 'go', 'pictured', 'centre']","[u'congratul', u'brock', u'fraser', u'geomat', 'co', u'ordin', u'receiv', u'public', u'servic', u'award', u'excel', u'contribut', u'help', u'other', u'access', u'inform', u'easili', u'way', 'go', u'pictur', u'centr']",Congratulations to Brock Fraser (Geomatics Co-ordinator @ParksCanada) on receiving a Public Service Award of Excellence! Your contributions will help others access #geospatial information more easily. Way to go! https://t.co/40vdc0Z9UA #PSAE (pictured at centre) https://t.co/6XwWOa06lu
144,144,938960089758740480,2,5,2017-12-08 02:35:05,: Carrying Place of the Bay of Quinte NHS marks the spot where Sir John Johnson &amp; Chiefs of the Mississauga negotiated a treaty in !,['#DYK'],[],Carrying Place Bay Quinte NHS marks spot Sir John Johnson amp Chiefs Mississauga negotiated treaty,"['Carrying', 'Place', 'Bay', 'Quinte', 'NHS', 'marks', 'spot', 'Sir', 'John', 'Johnson', 'amp', 'Chiefs', 'Mississauga', 'negotiated', 'treaty']","[u'carri', u'place', u'bay', u'quint', u'nhs', u'mark', u'spot', u'sir', u'john', u'johnson', u'amp', u'chief', u'mississauga', u'negoti', u'treati']",#DYK: Carrying Place of the Bay of Quinte NHS marks the spot where Sir John Johnson &amp; Chiefs of the Mississauga negotiated a treaty in 1787!
145,145,938921252995125252,7,13,2017-12-08 00:00:45,Went in a national park last summer? Planning on going back? Book in JANUARY!,"['#camping', '#2018camping']","['https://t.co/ePsOQZnx5q', 'https://t.co/J5IYQf2W7J']",Went national park last summer Planning going back Book JANUARY,"['Went', 'national', 'park', 'last', 'summer', 'Planning', 'going', 'back', 'Book', 'JANUARY']","[u'went', u'nation', u'park', u'last', u'summer', u'plan', u'go', u'back', u'book', u'januari']",Went #camping in a national park last summer? Planning on going back? Book #2018camping in JANUARY! https://t.co/ePsOQZnx5q @CampInCanada https://t.co/J5IYQf2W7J
146,146,938917334403645440,2,6,2017-12-07 23:45:11,that our Cape Breton Field Unit was named Innovator of the Year at the Canadian Tourism Awards? Plan a trip to the Fortress of Louisbourg NHS to find out why! 21,['#DYK'],['https://t.co/nyahiCvO'],Cape Breton Field Unit named Innovator Year Canadian Tourism Awards Plan trip Fortress Louisbourg NHS find 21,"['Cape', 'Breton', 'Field', 'Unit', 'named', 'Innovator', 'Year', 'Canadian', 'Tourism', 'Awards', 'Plan', 'trip', 'Fortress', 'Louisbourg', 'NHS', 'find', '21']","[u'cape', u'breton', u'field', u'unit', u'name', u'innov', u'year', u'canadian', u'tourism', u'award', u'plan', u'trip', u'fortress', u'louisbourg', u'nhs', u'find', '21']",#DYK that our Cape Breton Field Unit  was named @TIAC_AITC Innovator of the Year at the 2017 Canadian Tourism Awards? Plan a trip to the Fortress of Louisbourg NHS to find out why! https://t.co/nyahiCvO21
147,147,938887138011242497,0,14,2017-12-07 21:45:12,"Take a sweet ride over the snowy trails with your . Don’t have one? Don’t worry, rent one .","['#fatbike', '#ForillonNP', '#Quebec', '#MyLandsEnd']","['https://t.co/uThtjLScGP', 'https://t.co/nWyJ3Bt0mN']",Take sweet ride snowy trails one worry rent one,"['Take', 'sweet', 'ride', 'snowy', 'trails', 'one', 'worry', 'rent', 'one']","[u'take', u'sweet', u'ride', u'snowi', u'trail', u'one', u'worri', u'rent', u'one']","Take a sweet ride over the snowy trails @ForillonNP with your #fatbike. Don’t have one? Don’t worry, rent one @cafedelanse. https://t.co/uThtjLScGP #ForillonNP #Quebec
#MyLandsEnd https://t.co/nWyJ3Bt0mN"
148,148,938861161033936896,5,0,2017-12-07 20:01:58,: How to make a favourite cookie of the Canadian Army:,[],"['https://t.co/hvrRNNNiKs', 'https://t.co/xNuQ\xe2\x80\xa6']",make favourite cookie Canadian Army,"['make', 'favourite', 'cookie', 'Canadian', 'Army']","[u'make', u'favourit', u'cooki', u'canadian', u'armi']",RT @CBCKids: How to make a favourite cookie of the 1946 Canadian Army: https://t.co/hvrRNNNiKs @CanadianArmy @ParksCanada https://t.co/xNuQ…
149,149,938845734622912512,22,27,2017-12-07 19:00:40,"Planning to visit us next year? Our Family/Group is % off until December , . Don’t miss this great opportunity to save on your next adventure! Where will you be eloring?",['#DiscoveryPass'],"['https://t.co/CAHZWI5jJt', 'https://t.co/o4LBsIovDB']",Planning visit us next year Family Group December miss great opportunity save next adventure eloring,"['Planning', 'visit', 'us', 'next', 'year', 'Family', 'Group', 'December', 'miss', 'great', 'opportunity', 'save', 'next', 'adventure', 'eloring']","[u'plan', u'visit', 'us', u'next', u'year', u'famili', u'group', u'decemb', u'miss', u'great', u'opportun', u'save', u'next', u'adventur', u'elor']","Planning to visit us next year? Our Family/Group #DiscoveryPass is 20% off until December 31, 2017. Don’t miss this great opportunity to save on your next adventure! https://t.co/CAHZWI5jJt Where will you be exploring? https://t.co/o4LBsIovDB"
150,150,938815729603940352,2,8,2017-12-07 17:01:26,"Hitting the this winter? Or are you still waiting for the snow? Whether you ski or go for a run, we you to show us how you stay in this cold Canadian weather!","['#slopes', '#ParksChallenge', '#active']",['https://t.co/FJy3d2tqiI'],Hitting winter still waiting snow Whether ski go run show us stay cold Canadian weather,"['Hitting', 'winter', 'still', 'waiting', 'snow', 'Whether', 'ski', 'go', 'run', 'show', 'us', 'stay', 'cold', 'Canadian', 'weather']","[u'hit', u'winter', u'still', u'wait', u'snow', u'whether', u'ski', 'go', u'run', u'show', 'us', u'stay', u'cold', u'canadian', u'weather']","Hitting the #slopes this winter? Or are you still waiting for the snow? Whether you ski or go for a run, we #ParksChallenge you to show us how you stay #active in this cold Canadian weather! @GlacierNP https://t.co/FJy3d2tqiI"
151,151,938768867056340992,17,29,2017-12-07 13:55:14,There’s snow much fun to be had at our parks and sites during the winter months! Check out of our ideas!,"['#WinterFun', '#GetOutdoors', '#SnowFun']","['https://t.co/uThtjLScGP', 'https://t.co/FD7GOlCtCt']",snow much fun parks sites winter months Check ideas,"['snow', 'much', 'fun', 'parks', 'sites', 'winter', 'months', 'Check', 'ideas']","[u'snow', u'much', u'fun', u'park', u'site', u'winter', u'month', u'check', u'idea']",There’s ❄snow❄ much fun to be had at our parks and sites during the winter months! Check out 10 of our ideas! https://t.co/uThtjLScGP #WinterFun #GetOutdoors #SnowFun @Canada https://t.co/FD7GOlCtCt
152,152,938616578232520705,5,43,2017-12-07 03:50:05,"Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures.","['#WinterFun', '#GetOutside', '#FamilyFun']","['https://t.co/uThtjLScGP', 'https://t.co/dH2XoSLRWM']",Looking family fun winter rounded ten places offering super fun snow filled adventures,"['Looking', 'family', 'fun', 'winter', 'rounded', 'ten', 'places', 'offering', 'super', 'fun', 'snow', 'filled', 'adventures']","[u'look', u'famili', u'fun', u'winter', u'round', u'ten', u'place', u'offer', u'super', u'fun', u'snow', u'fill', u'adventur']","Looking for some family fun this winter? We’ve rounded up ten of our places offering super fun, snow-filled adventures. ❄ https://t.co/uThtjLScGP  #WinterFun #GetOutside #FamilyFun @ExploreCanada https://t.co/dH2XoSLRWM"
153,153,938551216421908481,13,36,2017-12-06 23:30:22,We’ve been studying the regeneration in for over years! Learn more about our efforts + how you can help this forest at risk : C,"['#borealforest', '#CapeBretonHighlands', '#WildlifeWednesday']","['https://t.co/70tWNtE8hs', 'https://t.co/hvH2TMDkq']",studying regeneration years Learn efforts help forest risk,"['studying', 'regeneration', 'years', 'Learn', 'efforts', 'help', 'forest', 'risk']","[u'studi', u'regener', u'year', u'learn', u'effort', u'help', u'forest', u'risk']",We’ve been studying the #borealforest regeneration in #CapeBretonHighlands for over 15 years! 😮 Learn more about our efforts + how you can help this forest at risk 🌲: https://t.co/70tWNtE8hs @ParksCanada_NS #WildlifeWednesday https://t.co/hvH2TMDkqC
154,154,938538802280325121,18,0,2017-12-06 22:41:02,: The and bring us a classic heritage recipe |,[],['https://t.co/syg9GNVSoz'],bring us classic heritage recipe,"['bring', 'us', 'classic', 'heritage', 'recipe']","[u'bring', 'us', u'classic', u'heritag', u'recip']","RT @CBC: The @CanadianForces and @ParksCanada bring us a classic heritage recipe | @CBCKids

https://t.co/syg9GNVSoz"
155,155,938533011703910400,25,75,2017-12-06 22:18:01,"Today, we are flying the Canadian flag at half-mast to mark the National Day of Remembrance and Action on Violence Against Women.",['#December6'],['https://t.co/0VPVoPiIVh'],Today flying Canadian flag half mast mark National Day Remembrance Action Violence Women,"['Today', 'flying', 'Canadian', 'flag', 'half', 'mast', 'mark', 'National', 'Day', 'Remembrance', 'Action', 'Violence', 'Women']","[u'today', u'fli', u'canadian', u'flag', u'half', u'mast', u'mark', u'nation', u'day', u'remembr', u'action', u'violenc', u'women']","Today, we are flying the Canadian flag at half-mast to mark the National Day of Remembrance and Action on Violence Against Women.  #December6 https://t.co/0VPVoPiIVh"
156,156,938528340922781696,36,0,2017-12-06 21:59:28,: The final month of celebrations starts today! What’s your favourite Canada Moment? Share it with us! …,"['#Canada150', '#150Mo']",[],final month celebrations starts today favourite Canada Moment Share us,"['final', 'month', 'celebrations', 'starts', 'today', 'favourite', 'Canada', 'Moment', 'Share', 'us']","[u'final', u'month', u'celebr', u'start', u'today', u'favourit', u'canada', u'moment', u'share', 'us']",RT @canada150th: The final month of #Canada150 celebrations starts today! What’s your favourite Canada 150 Moment? Share it with us! #150Mo…
157,157,938484498504847361,10,38,2017-12-06 19:05:15,Take a themed walk with your little screen lovers at the this winter. Use your phone to tap into a GPS-triggered tour.,"['#FortressofLousibourg', '#ILoveLouisbourg']","['https://t.co/uThtjLScGP', 'https://t.co/jC4lb3GYuw']",Take themed walk little screen lovers winter Use phone tap GPS triggered tour,"['Take', 'themed', 'walk', 'little', 'screen', 'lovers', 'winter', 'Use', 'phone', 'tap', 'GPS', 'triggered', 'tour']","[u'take', u'theme', u'walk', u'littl', u'screen', u'lover', u'winter', u'use', u'phone', u'tap', u'gps', u'trigger', u'tour']","Take a themed walk with your little screen lovers at the #FortressofLousibourg this winter. Use your phone 📱 to tap into a GPS-triggered tour. https://t.co/uThtjLScGP @ParksCanada_NS @VisitNovaScotia
#ILoveLouisbourg https://t.co/jC4lb3GYuw"
158,158,938453256698818560,3,14,2017-12-06 17:01:06,"Celebrate the by visiting our places across the country! For that on your list, check out the bird counts! via","['#holidays', '#birder', '#BirdIsTheWord', '#TravelHappiness']","['https://t.co/M8Z1Hj9fEe', 'https://t.co/sARknpEXtI']",Celebrate visiting places across country list check bird counts via,"['Celebrate', 'visiting', 'places', 'across', 'country', 'list', 'check', 'bird', 'counts', 'via']","[u'celebr', u'visit', u'place', u'across', u'countri', u'list', u'check', u'bird', u'count', u'via']","Celebrate the #holidays by visiting our places across the country! For that #birder on your list, check out the bird counts! #BirdIsTheWord 🐦 🔭  https://t.co/M8Z1Hj9fEe via #TravelHappiness @jennsmithnelson https://t.co/sARknpEXtI"
159,159,938408108539465730,8,33,2017-12-06 14:01:42,Impress your on your trip: book a YURT! Reserve as early as January!,"['#family', '#2018camping', '#PlanAhead']","['https://t.co/ePsOQZnx5q', 'https://t.co/7Yf4XrL6gF']",Impress trip book YURT Reserve early January,"['Impress', 'trip', 'book', 'YURT', 'Reserve', 'early', 'January']","[u'impress', u'trip', u'book', u'yurt', u'reserv', u'earli', u'januari']",Impress your #family on your #2018camping trip: book a YURT! Reserve as early as January! https://t.co/ePsOQZnx5q #PlanAhead https://t.co/7Yf4XrL6gF
160,160,938250413396119552,6,17,2017-12-06 03:35:05,There’s snow much fun to be had at our parks and sites during the winter months! Check out of our ideas!,"['#WinterFun', '#GetOutdoors', '#SnowFun']","['https://t.co/uThtjLScGP', 'https://t.co/JJmKsqF0iS']",snow much fun parks sites winter months Check ideas,"['snow', 'much', 'fun', 'parks', 'sites', 'winter', 'months', 'Check', 'ideas']","[u'snow', u'much', u'fun', u'park', u'site', u'winter', u'month', u'check', u'idea']",There’s ❄snow❄ much fun to be had at our parks and sites during the winter months! Check out 10 of our ideas! https://t.co/uThtjLScGP #WinterFun #GetOutdoors #SnowFun @Canada https://t.co/JJmKsqF0iS
