,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
46,46,46,944236388744081408,3,10,2017-12-22 16:01:12,"Preparing for your big dinner this weekend? Follow these simple, no-cost tips to cook up the savings: c",['#ChristmasEve'],"['https://t.co/MKUp7Ktw1t', 'https://t.co/Yb8atyufZ']",Preparing big dinner weekend Follow simple cost tips cook savings,"['Preparing', 'big', 'dinner', 'weekend', 'Follow', 'simple', 'cost', 'tips', 'cook', 'savings']","[u'prepar', u'big', u'dinner', u'weekend', u'follow', u'simpl', u'cost', u'tip', u'cook', u'save']",Preparing big dinner weekend Follow simple cost tips cook savings,0.0,0.0,Neutral,Neutral
47,47,47,943959672188489730,2,0,2017-12-21 21:41:38,: A well-insulated attic keeps your home warm and cozy. U,[],['https://t.co/lpySth6WT'],well insulated attic keeps home warm cozy,"['well', 'insulated', 'attic', 'keeps', 'home', 'warm', 'cozy']","[u'well', u'insul', u'attic', u'keep', u'home', u'warm', u'cozi']",well insulated attic keeps home warm copy,0.2,0.6,Neutral,Positive
48,48,48,943959548024573952,0,6,2017-12-21 21:41:08,: Keep your family warm over the . See how ENERGY STAR Canada can help:,"['#Ontario', '#holidays']","['https://t.co/LPpzNPHdFn', 'https://t.co/oryXGkigEr']",Keep family warm See ENERGY STAR Canada help,"['Keep', 'family', 'warm', 'See', 'ENERGY', 'STAR', 'Canada', 'help']","[u'keep', u'famili', u'warm', u'see', u'energi', u'star', u'canada', u'help']",Deep family warm See ENERGY STAR Canada help,0.6,0.3,Positive,Neutral
49,49,49,943949341034778624,0,7,2017-12-21 21:00:35,It’s time to head home for the holidays! Be the perfect guest &amp; avoid running up the bill in your hosts’ home with these tips: C,['#ThursdayThoughts'],['https://t.co/84eWzFyuG'],time head home holidays perfect guest amp avoid running bill home tips,"['time', 'head', 'home', 'holidays', 'perfect', 'guest', 'amp', 'avoid', 'running', 'bill', 'home', 'tips']","[u'time', u'head', u'home', u'holiday', u'perfect', u'guest', u'amp', u'avoid', u'run', u'bill', u'home', u'tip']",time head home holidays perfect guest amp avoid running bill home tips,1.0,1.0,Positive,Positive
50,50,50,943949272877281280,3,0,2017-12-21 21:00:19,": that for every degree lower you turn your thermostat, you'll save up to % on heating costs? http…","['#DYK', '#EnergyEfficient']",[],every degree lower turn thermostat save heating costs,"['every', 'degree', 'lower', 'turn', 'thermostat', 'save', 'heating', 'costs']","[u'everi', u'degre', u'lower', u'turn', u'thermostat', u'save', u'heat', u'cost']",every degree lower turn thermostat save heating costs,0.0,0.0,Neutral,Neutral
51,51,51,943948409509220353,4,0,2017-12-21 20:56:53,: Entertaining guests for the holidays? Follow these tips to when guests are over.,['#SaveONEnergy'],['https://t.co/WIywbUfPjl'],Entertaining guests holidays Follow tips guests,"['Entertaining', 'guests', 'holidays', 'Follow', 'tips', 'guests']","[u'entertain', u'guest', u'holiday', u'follow', u'tip', u'guest']",Entertaining guests holidays Follow tips guests,0.5,0.5,Positive,Positive
52,52,52,943948318303862784,0,7,2017-12-21 20:56:31,Shortest day = lights on longer. Thankfully ENERGY STAR certified LEDs can help keep the energy bill down on the,['#FirstDayOfWinter'],['https://t.co/X6FfaXf2ZG'],Shortest day lights longer Thankfully ENERGY STAR certified LEDs help keep energy bill,"['Shortest', 'day', 'lights', 'longer', 'Thankfully', 'ENERGY', 'STAR', 'certified', 'LEDs', 'help', 'keep', 'energy', 'bill']","[u'shortest', u'day', u'light', u'longer', u'thank', u'energi', u'star', u'certifi', u'led', u'help', u'keep', u'energi', u'bill']",Shortest day lights longer Thankfully ENERGY STAR terrified LEDs help keep energy bill,0.0,0.0,Neutral,Neutral
53,53,53,943919158961623040,10,9,2017-12-21 19:00:39,Going away for ? Here’s a simple tip to save even more on your energy bill:,"['#ChristmasBreak', '#WinterTips']","['https://t.co/1nbrznCOsh', 'https://t.co/FLIr41kxrP']",Going away simple tip save even energy bill,"['Going', 'away', 'simple', 'tip', 'save', 'even', 'energy', 'bill']","[u'go', u'away', u'simpl', u'tip', u'save', u'even', u'energi', u'bill']",Going away simple tip save even energy bill,0.0,0.0,Neutral,Neutral
54,54,54,943873886210453504,3,6,2017-12-21 16:00:45,Happy ! It’s still not too late to winterize your home. Follow these tips to make sure your home is ready:,"['#FirstDayOfWinter', '#winter']","['https://t.co/LPpzNPHdFn', 'https://t.co/pJnBqwMSjM']",Happy still late winterize home Follow tips make sure home ready,"['Happy', 'still', 'late', 'winterize', 'home', 'Follow', 'tips', 'make', 'sure', 'home', 'ready']","[u'happi', u'still', u'late', u'winter', u'home', u'follow', u'tip', u'make', u'sure', u'home', u'readi']",Happy still late wintering home Follow tips make sure home ready,0.3,0.3,Neutral,Neutral
55,55,55,943604155586961408,2,0,2017-12-20 22:08:56,": Looking for simple, yet meaningful gift ideas? How about the gift of emergency preparedness? Help your loved ones feel sa…",[],[],Looking simple yet meaningful gift ideas gift emergency preparedness Help loved ones feel,"['Looking', 'simple', 'yet', 'meaningful', 'gift', 'ideas', 'gift', 'emergency', 'preparedness', 'Help', 'loved', 'ones', 'feel']","[u'look', u'simpl', u'yet', u'meaning', u'gift', u'idea', u'gift', u'emerg', u'prepared', u'help', u'love', u'one', u'feel']",Looking simple yet meaningful gift ideas gift emergency preparedness Help loved ones feel,0.39999999999999997,0.39999999999999997,Positive,Positive
56,56,56,943604107797032960,5,0,2017-12-20 22:08:45,: Gwelf says turn off holiday lights and decorations when you leave the house or go to bed. https:/…,"['#Guelph', '#esaholidaytips']",[],Gwelf says turn holiday lights decorations leave house go bed https,"['Gwelf', 'says', 'turn', 'holiday', 'lights', 'decorations', 'leave', 'house', 'go', 'bed', 'https']","[u'gwelf', u'say', u'turn', u'holiday', u'light', u'decor', u'leav', u'hous', 'go', u'bed', u'https']",Well says turn holiday lights decorations leave house go bed http,0.0,0.0,Neutral,Neutral
57,57,57,943603813835001856,0,5,2017-12-20 22:07:35,Help your business and reduce its operating costs when you make the simple switch to ENERGY STAR certified LED bulbs to use up to % less energy 1,['#SaveEnergy'],"['https://t.co/mZE4MPw6aK', 'https://t.co/xk59BRgJS']",Help business reduce operating costs make simple switch ENERGY STAR certified LED bulbs use less energy,"['Help', 'business', 'reduce', 'operating', 'costs', 'make', 'simple', 'switch', 'ENERGY', 'STAR', 'certified', 'LED', 'bulbs', 'use', 'less', 'energy']","[u'help', u'busi', u'reduc', u'oper', u'cost', u'make', u'simpl', u'switch', u'energi', u'star', u'certifi', u'led', u'bulb', u'use', u'less', u'energi']",Help business reduce operating costs make simple switch ENERGY STAR terrified LED bulb use less energy,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
58,58,58,943587028247240706,1,6,2017-12-20 21:00:53,"If you drive an electric vehicle, you can now with ENERGY STAR certified EV chargers!","['#SaveMoreEnergy', '#WednesdayWisdom']","['https://t.co/ngMLV3Ai5X', 'https://t.co/npNBwRoEez']",drive electric vehicle ENERGY STAR certified EV chargers,"['drive', 'electric', 'vehicle', 'ENERGY', 'STAR', 'certified', 'EV', 'chargers']","[u'drive', u'electr', u'vehicl', u'energi', u'star', u'certifi', 'ev', u'charger']",drive electric vehicle ENERGY STAR terrified of charges,0.0,0.0,Neutral,Neutral
59,59,59,943585800436047880,1,4,2017-12-20 20:56:00,! There’s no better time to invest in ENERGY STAR certified windows to increase your home’s &amp; comfort while getting a rebate in return,"['#Ontario', '#EnergyEfficiency']","['https://t.co/P2xeA0qY5m', 'https://t.co/nu3Av61IWw']",better time invest ENERGY STAR certified windows increase amp comfort getting rebate return,"['better', 'time', 'invest', 'ENERGY', 'STAR', 'certified', 'windows', 'increase', 'amp', 'comfort', 'getting', 'rebate', 'return']","[u'better', u'time', u'invest', u'energi', u'star', u'certifi', u'window', u'increas', u'amp', u'comfort', u'get', u'rebat', u'return']",better time invest ENERGY STAR terrified windows increase amp comfort getting debate return,0.5,0.5,Positive,Positive
60,60,60,943585187115433984,0,6,2017-12-20 20:53:34,We agree! That’s why you should buy ENERGY STAR certified holiday lights. They use % less energy and last up to x longer 8,['#HolidayLights'],"['https://t.co/2XDqpbt2WO', 'https://t.co/7h7C2zfvq']",agree buy ENERGY STAR certified holiday lights use less energy last longer,"['agree', 'buy', 'ENERGY', 'STAR', 'certified', 'holiday', 'lights', 'use', 'less', 'energy', 'last', 'longer']","[u'agre', u'buy', u'energi', u'star', u'certifi', u'holiday', u'light', u'use', u'less', u'energi', u'last', u'longer']",agree buy ENERGY STAR terrified holiday lights use less energy last longer,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
61,61,61,943584479100178432,0,4,2017-12-20 20:50:45,! Upgrade to ENERGY STAR certified windows and get an back! Your utility bill will thank you,"['#Alberta', '#rebate']","['https://t.co/P2xeA0qY5m', 'https://t.co/lauNgDfRrZ']",Upgrade ENERGY STAR certified windows get back utility bill thank,"['Upgrade', 'ENERGY', 'STAR', 'certified', 'windows', 'get', 'back', 'utility', 'bill', 'thank']","[u'upgrad', u'energi', u'star', u'certifi', u'window', u'get', u'back', u'util', u'bill', u'thank']",Upgrade ENERGY STAR terrified windows get back utility bill thank,0.0,0.0,Neutral,Neutral
62,62,62,943584357306044416,1,0,2017-12-20 20:50:16,: Some is bound to put you in the holiday spirit! 0U,"['#takeCHARGEKaraoke', '#energyefficiency']",['https://t.co/oMTclxmk'],bound put holiday spirit 0U,"['bound', 'put', 'holiday', 'spirit', '0U']","[u'bound', u'put', u'holiday', u'spirit', '0u']",bound put holiday spirit Of,0.0,0.0,Neutral,Neutral
63,63,63,943583785089748992,0,2,2017-12-20 20:47:59,Great tips to this holiday season!,['#SaveOnEnergy'],['https://t.co/AJvbvvHjsY'],Great tips holiday season,"['Great', 'tips', 'holiday', 'season']","[u'great', u'tip', u'holiday', u'season']",Great tips holiday season,0.8,0.8,Positive,Positive
64,64,64,943583377868894208,4,0,2017-12-20 20:46:22,: sales are just around the corner. Choose certified products to save money and !,"['#BoxingDay', '#energy']",['https://t.c\xe2\x80\xa6'],sales around corner Choose certified products save money,"['sales', 'around', 'corner', 'Choose', 'certified', 'products', 'save', 'money']","[u'sale', u'around', u'corner', u'choos', u'certifi', u'product', u'save', u'money']",sales around corner Choose terrified products save money,0.0,0.0,Neutral,Neutral
65,65,65,943580131490222080,0,2,2017-12-20 20:33:28,"""It’s an enormous reduction in electricity, the less electricity that is used the less the environmental impact"": of the many reasons we ️ certified Xmas lights dc0",['#ENERGYSTAR'],"['https://t.co/lC8gVvR', 'https://t.co/SdIwhvKuTM']",enormous reduction electricity less electricity used less environmental impact many reasons certified Xmas lights dc0,"['enormous', 'reduction', 'electricity', 'less', 'electricity', 'used', 'less', 'environmental', 'impact', 'many', 'reasons', 'certified', 'Xmas', 'lights', 'dc0']","[u'enorm', u'reduct', u'electr', u'less', u'electr', u'use', u'less', u'environment', u'impact', u'mani', u'reason', u'certifi', u'xmas', u'light', u'dc0']",enormous reduction electricity less electricity used less environmental impact many reasons terrified Was lights did,0.04166666666666667,0.04166666666666667,Neutral,Neutral
66,66,66,943577307842740226,6,0,2017-12-20 20:22:15,: 🇨🇦 is working with industry to improve energy efficiency and help Canadians save money! Check out products…,[],[],working industry improve energy efficiency help Canadians save money Check,"['working', 'industry', 'improve', 'energy', 'efficiency', 'help', 'Canadians', 'save', 'money', 'Check']","[u'work', u'industri', u'improv', u'energi', u'effici', u'help', u'canadian', u'save', u'money', u'check']",working industry improve energy efficiency help Canadians save money Check,0.0,0.0,Neutral,Neutral
67,67,67,943511402802761728,7,17,2017-12-20 16:00:22,Don’t get on Santa’s naughty list– unplug all electronics before you leave for the holidays to . du,"['#SaveEnergy', '#WinterBreak']","['https://t.co/Y8FRWIoH', 'https://t.co/UhFClLQzEz']",get naughty unplug electronics leave holidays du,"['get', 'naughty', 'unplug', 'electronics', 'leave', 'holidays', 'du']","[u'get', u'naughti', u'unplug', u'electron', u'leav', u'holiday', 'du']",get naughty plug electronics leave holidays du,-0.15000000000000002,-0.15000000000000002,Neutral,Neutral
68,68,68,943224572136083456,4,6,2017-12-19 21:00:36,Finally decorating your home or business? with ENERGY STAR certified Christmas lights &amp; use % less energy.,"['#LightTheMoment', '#BetterLateThanNever']","['https://t.co/2XDqpbt2WO', 'https://t.co/gRfe5m8ige']",Finally decorating home business ENERGY STAR certified Christmas lights amp use less energy,"['Finally', 'decorating', 'home', 'business', 'ENERGY', 'STAR', 'certified', 'Christmas', 'lights', 'amp', 'use', 'less', 'energy']","[u'final', u'decor', u'home', u'busi', u'energi', u'star', u'certifi', u'christma', u'light', u'amp', u'use', u'less', u'energi']",Finally decorating home business ENERGY STAR terrified Christmas lights amp use less energy,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
69,69,69,943222026478739460,0,4,2017-12-19 20:50:29,It's time with Have a look at ENERGY STAR certified heating and ventilation products and,"['#rebate', '#savemoney']","['https://t.co/mAlOcPB65q', 'https://t.co/S1PTSB2riE']",time look ENERGY STAR certified heating ventilation products,"['time', 'look', 'ENERGY', 'STAR', 'certified', 'heating', 'ventilation', 'products']","[u'time', u'look', u'energi', u'star', u'certifi', u'heat', u'ventil', u'product']",time look ENERGY STAR terrified heating ventilator products,0.0,0.0,Neutral,Neutral
70,70,70,943220037082640386,0,4,2017-12-19 20:42:35,Sage advice from . Learn how can help you this holiday season.,"['#ENERGYSTARCanada', '#SaveMoney']","['https://t.co/LPpzNPHdFn', 'https://t.co/ydau3cnF4T']",Sage advice Learn help holiday season,"['Sage', 'advice', 'Learn', 'help', 'holiday', 'season']","[u'sage', u'advic', u'learn', u'help', u'holiday', u'season']",Age advice Learn help holiday season,0.0,0.0,Neutral,Neutral
71,71,71,943214885135179776,0,4,2017-12-19 20:22:07,Stay LIT and with ENERGY STAR certified LEDs and decorative light strings. Learn more here:,['#SaveMoney'],"['https://t.co/UzZnV3MwVZ', 'https://t.co/CgWiUt2mtt']",Stay LIT ENERGY STAR certified LEDs decorative light strings Learn,"['Stay', 'LIT', 'ENERGY', 'STAR', 'certified', 'LEDs', 'decorative', 'light', 'strings', 'Learn']","[u'stay', u'lit', u'energi', u'star', u'certifi', u'led', u'decor', u'light', u'string', u'learn']",Stay LIT ENERGY STAR terrified LEDs decorative light strings Learn,0.4,0.4,Positive,Positive
72,72,72,943209777861201921,1,0,2017-12-19 20:01:49,: Turn on the oven light to look through the glass window instead of opening the oven door to check food. …,"['#TipTuesday', '#Holid']",[],Turn oven light look glass window instead opening oven door check food,"['Turn', 'oven', 'light', 'look', 'glass', 'window', 'instead', 'opening', 'oven', 'door', 'check', 'food']","[u'turn', u'oven', u'light', u'look', u'glass', u'window', u'instead', u'open', u'oven', u'door', u'check', u'food']",Turn oven light look glass window instead opening oven door check food,0.4,0.4,Positive,Positive
73,73,73,943209720999043072,0,4,2017-12-19 20:01:36,"Keep the mood right with ENERGY STAR certified LEDs, even if the power’s off",[],"['https://t.co/mZE4MPw6aK', 'https://t.co/pNbyy48Pbn']",Keep mood right ENERGY STAR certified LEDs even,"['Keep', 'mood', 'right', 'ENERGY', 'STAR', 'certified', 'LEDs', 'even']","[u'keep', u'mood', u'right', u'energi', u'star', u'certifi', u'led', u'even']",Deep mood right ENERGY STAR terrified LEDs even,0.2857142857142857,0.14285714285714285,Neutral,Neutral
74,74,74,943209431487188992,0,2,2017-12-19 20:00:27,Let the good times last with ENERGY STAR certified LEDs,[],"['https://t.co/UzZnV3MwVZ', 'https://t.co/fiLuialUQn']",Let good times last ENERGY STAR certified LEDs,"['Let', 'good', 'times', 'last', 'ENERGY', 'STAR', 'certified', 'LEDs']","[u'let', u'good', u'time', u'last', u'energi', u'star', u'certifi', u'led']",Met good times last ENERGY STAR terrified LEDs,0.35,0.35,Positive,Positive
75,75,75,943172430780092416,2,0,2017-12-19 17:33:25,: Last minute stocking stuffer idea: certified LED bulbs!,"['#TipTuesday', '#SaveEnergy']",[],Last minute stocking stuffer idea certified LED bulbs,"['Last', 'minute', 'stocking', 'stuffer', 'idea', 'certified', 'LED', 'bulbs']","[u'last', u'minut', u'stock', u'stuffer', u'idea', u'certifi', u'led', u'bulb']",Last minute stocking suffer idea terrified LED bulb,0.0,0.0,Neutral,Neutral
