,Unnamed: 0,Unnamed: 0.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_filtered_spell_corrected,text_sentiment_scores,text_corrected_sentiment_scores,text_sentiment_scores_type,text_corrected_sentiment_scores_type
162,162,162,938522052851568641,3,6,2017-12-06 21:34:28,Small Business owners can through the SBL Program thanks to . More info on buildings:,"['#SaveMoney', '#energyefficient']","['https://t.co/89NftqO9K6', 'https://t.co/Pz1BDW0nfh']",Small Business owners SBL Program thanks info buildings,"['Small', 'Business', 'owners', 'SBL', 'Program', 'thanks', 'info', 'buildings']","[u'small', u'busi', u'owner', u'sbl', u'program', u'thank', u'info', u'build']",Small Business owners SBL Program thanks into buildings,-0.024999999999999994,-0.024999999999999994,Neutral,Neutral
163,163,163,938518328481599489,0,2,2017-12-06 21:19:40,! Get up to $2700 back in when you upgrade to ENERGY STAR certified heating equipment ️,"['#BC', '#rebates', '#TisTheSeason']","['https://t.co/LPpzNPHdFn', 'https://t.co/8EZUW0qMBM']",Get 2700 back upgrade ENERGY STAR certified heating equipment,"['Get', '2700', 'back', 'upgrade', 'ENERGY', 'STAR', 'certified', 'heating', 'equipment']","[u'get', u'2700', u'back', u'upgrad', u'energi', u'star', u'certifi', u'heat', u'equip']",Met 2700 back upgrade ENERGY STAR terrified heating equipment,0.0,0.0,Neutral,Neutral
164,164,164,938518110742728705,5,0,2017-12-06 21:18:49,: Heating costs can go up by as much as % in the winter. Lower your thermostat a few degrees to save on your bill:,[],['https://t.\xe2\x80\xa6'],Heating costs go much winter Lower thermostat degrees save bill,"['Heating', 'costs', 'go', 'much', 'winter', 'Lower', 'thermostat', 'degrees', 'save', 'bill']","[u'heat', u'cost', 'go', u'much', u'winter', u'lower', u'thermostat', u'degre', u'save', u'bill']",Eating costs go much winter Power thermostat degrees save bill,0.2,0.2,Neutral,Neutral
165,165,165,938518028915965952,0,3,2017-12-06 21:18:29,Need no-cost tips to in your home? Check out this blog,"['#SaveEnergy', '#WednesdayWisdom']",['https://t.co/26qfKm53ox'],Need cost tips home Check blog,"['Need', 'cost', 'tips', 'home', 'Check', 'blog']","[u'need', u'cost', u'tip', u'home', u'check', u'blog']",Need cost tips home Check blow,0.0,0.0,Neutral,Neutral
166,166,166,938517962146877440,0,2,2017-12-06 21:18:13,"Thanks for these winter-wise tips ! For more info on ENERGY STAR certified LED bulbs, visit:",[],"['https://t.co/mZE4MPw6aK', 'https://t.co/WjahcmRNj5']",Thanks winter wise tips info ENERGY STAR certified LED bulbs visit,"['Thanks', 'winter', 'wise', 'tips', 'info', 'ENERGY', 'STAR', 'certified', 'LED', 'bulbs', 'visit']","[u'thank', u'winter', u'wise', u'tip', u'info', u'energi', u'star', u'certifi', u'led', u'bulb', u'visit']",Thanks winter wise tips into ENERGY STAR terrified LED bulb visit,0.44999999999999996,0.44999999999999996,Positive,Positive
167,167,167,938513478586859520,3,7,2017-12-06 21:00:24,"Heat your home efficiently. When replacing your HVAC system, ask about ENERGY STAR certified units to save money. 1",['#WednesdayWisdom'],"['https://t.co/LPpzNPHdFn', 'https://t.co/xaZtte2fh']",Heat home efficiently replacing HVAC system ask ENERGY STAR certified units save money,"['Heat', 'home', 'efficiently', 'replacing', 'HVAC', 'system', 'ask', 'ENERGY', 'STAR', 'certified', 'units', 'save', 'money']","[u'heat', u'home', u'effici', u'replac', u'hvac', u'system', u'ask', u'energi', u'star', u'certifi', u'unit', u'save', u'money']",Seat home efficiently replacing HVAC system ask ENERGY STAR terrified units save money,0.0,0.0,Neutral,Neutral
168,168,168,938438199503880192,3,7,2017-12-06 16:01:16,at home! Start with the kitchen. Old fridge? Need a new light fixture? We’ve got options for you:,"['#SaveEnergy', '#WednesdayWisdom']","['https://t.co/OGbblsZ6ZZ', 'https://t.co/mYPRUPyQTL']",home Start kitchen Old fridge Need new light fixture got options,"['home', 'Start', 'kitchen', 'Old', 'fridge', 'Need', 'new', 'light', 'fixture', 'got', 'options']","[u'home', u'start', u'kitchen', u'old', u'fridg', u'need', u'new', u'light', u'fixtur', u'got', u'option']",home Start kitchen Old fridge Need new light fixture got option,0.21212121212121213,0.21212121212121213,Neutral,Neutral
169,169,169,938151086728339456,3,7,2017-12-05 21:00:23,Warm up with ENERGY STAR this winter! Check our hot tips to keep the cold out and in:,"['#savings', '#TipTuesday']","['https://t.co/OgmHKcPrdJ', 'https://t.co/lXDEtg3aXS']",Warm ENERGY STAR winter Check hot tips keep cold,"['Warm', 'ENERGY', 'STAR', 'winter', 'Check', 'hot', 'tips', 'keep', 'cold']","[u'warm', u'energi', u'star', u'winter', u'check', u'hot', u'tip', u'keep', u'cold']",Arm ENERGY STAR winter Check hot tips keep cold,0.08333333333333333,-0.175,Neutral,Neutral
170,170,170,938128376946221056,0,4,2017-12-05 19:30:09,"Thanks for the helpful tip For more tips on decorative light strings, visit:",['#EnergyEfficient'],"['https://t.co/2XDqpbt2WO', 'https://t.co/ir1ApxO2cK']",Thanks helpful tip tips decorative light strings visit,"['Thanks', 'helpful', 'tip', 'tips', 'decorative', 'light', 'strings', 'visit']","[u'thank', u'help', u'tip', u'tip', u'decor', u'light', u'string', u'visit']",Thanks helpful tip tips decorative light strings visit,0.30000000000000004,0.30000000000000004,Neutral,Neutral
171,171,171,938127060664508417,0,4,2017-12-05 19:24:55,Here’s another : Never connect LED to incandescent light strings. This poses a safety hazard &amp; reduces the life of the LEDs!,['#TipTuesday'],"['https://t.co/2XDqpbt2WO', 'https://t.co/UYGNZLnsie']",another Never connect LED incandescent light strings poses safety hazard amp reduces life LEDs,"['another', 'Never', 'connect', 'LED', 'incandescent', 'light', 'strings', 'poses', 'safety', 'hazard', 'amp', 'reduces', 'life', 'LEDs']","[u'anoth', u'never', u'connect', u'led', u'incandesc', u'light', u'string', u'pose', u'safeti', u'hazard', u'amp', u'reduc', u'life', u'led']",another Never connect LED incandescent light strings poses safety hazard amp reduces life LEDs,0.4,0.4,Positive,Positive
172,172,172,938124856851357697,25,0,2017-12-05 19:16:10,": Starting to ? Here’s a bright idea! Use certified LED lights: they use % less energy, and sav…","['#DeckTheHalls', '#EnergyStar']",[],Starting bright idea Use certified LED lights use less energy,"['Starting', 'bright', 'idea', 'Use', 'certified', 'LED', 'lights', 'use', 'less', 'energy']","[u'start', u'bright', u'idea', u'use', u'certifi', u'led', u'light', u'use', u'less', u'energi']",Starting bright idea Use terrified LED lights use less energy,0.1777777777777778,0.1777777777777778,Neutral,Neutral
173,173,173,938102661349507072,1,0,2017-12-05 17:47:58,: New heating systems qualify for rebate. Check what qualifies at:,['#GoodEnergy'],"['https://t.co/usCO96SPgO', 'https://t.co/1clEwJh9KF']",New heating systems qualify rebate Check qualifies,"['New', 'heating', 'systems', 'qualify', 'rebate', 'Check', 'qualifies']","[u'new', u'heat', u'system', u'qualifi', u'rebat', u'check', u'qualifi']",New heating systems qualify debate Check qualities,0.13636363636363635,0.13636363636363635,Neutral,Neutral
174,174,174,938099552715976704,5,0,2017-12-05 17:35:37,: up to % of all heat loss in homes is through drafts &amp; leaks? Eliminate gaps &amp; cracks that let cold air in -- save e…,['#DYK'],[],heat loss homes drafts amp leaks Eliminate gaps amp cracks let cold air save,"['heat', 'loss', 'homes', 'drafts', 'amp', 'leaks', 'Eliminate', 'gaps', 'amp', 'cracks', 'let', 'cold', 'air', 'save']","[u'heat', u'loss', u'home', u'draft', u'amp', u'leak', u'elimin', u'gap', u'amp', u'crack', u'let', u'cold', u'air', u'save']",heat loss homes drafts amp leads Eliminate gaps amp cracks let cold air save,-0.6,-0.6,Negative,Negative
175,175,175,938099470490890240,1,0,2017-12-05 17:35:17,: Holiday Shopping Tip: The symbol is a shortcut to finding top energy performers when you’re shopping for pro…,[],[],Holiday Shopping Tip symbol shortcut finding top energy performers shopping,"['Holiday', 'Shopping', 'Tip', 'symbol', 'shortcut', 'finding', 'top', 'energy', 'performers', 'shopping']","[u'holiday', u'shop', u'tip', u'symbol', u'shortcut', u'find', u'top', u'energi', u'perform', u'shop']",Holiday Shopping Lip symbol shortest finding top energy performer shopping,0.5,0.5,Positive,Positive
176,176,176,938075611217694721,2,12,2017-12-05 16:00:28,Turn off the lights in your living room when your tree is lit and let your tree do the illuminating to .,"['#SaveEnergy', '#LightTheMoment', '#TipTuesday']",['https://t.co/BNUX2HFmiP'],Turn lights living room tree lit let tree illuminating,"['Turn', 'lights', 'living', 'room', 'tree', 'lit', 'let', 'tree', 'illuminating']","[u'turn', u'light', u'live', u'room', u'tree', u'lit', u'let', u'tree', u'illumin']",Turn lights living room tree lit let tree illumination,0.0,0.0,Neutral,Neutral
177,177,177,937788816034877445,0,3,2017-12-04 21:00:51,"ENERGY STAR certified new homes lower energy use, reduce GHGs and shrink a home’s carbon footprint. More:",[],"['https://t.co/6pmljLrowQ', 'https://t.co/qAr2GNk6xb']",ENERGY STAR certified new homes lower energy use reduce GHGs shrink carbon footprint,"['ENERGY', 'STAR', 'certified', 'new', 'homes', 'lower', 'energy', 'use', 'reduce', 'GHGs', 'shrink', 'carbon', 'footprint']","[u'energi', u'star', u'certifi', u'new', u'home', u'lower', u'energi', u'use', u'reduc', u'ghgs', u'shrink', u'carbon', u'footprint']",ENERGY STAR terrified new homes lower energy use reduce GHGs shrink carbon footprints,0.13636363636363635,0.13636363636363635,Neutral,Neutral
178,178,178,937788317378273280,1,1,2017-12-04 20:58:52,! Don’t miss out on participating in and getting $$ back when you upgrade to products for your business.,"['#NL', '#BusinessWeek', '#EnergyEfficient']","['https://t.co/OgmHKcPrdJ', 'https://t.co/yR6riVGCst']",miss participating getting back upgrade products business,"['miss', 'participating', 'getting', 'back', 'upgrade', 'products', 'business']","[u'miss', u'particip', u'get', u'back', u'upgrad', u'product', u'busi']",miss participating getting back upgrade products business,0.0,0.0,Neutral,Neutral
179,179,179,937784230465228807,3,0,2017-12-04 20:42:38,: See how some simple weather stripping can trigger a string of energy upgrades &amp; increase your home's resale value http…,[],[],See simple weather stripping trigger string energy upgrades amp increase home resale value,"['See', 'simple', 'weather', 'stripping', 'trigger', 'string', 'energy', 'upgrades', 'amp', 'increase', 'home', 'resale', 'value']","[u'see', u'simpl', u'weather', u'strip', u'trigger', u'string', u'energi', u'upgrad', u'amp', u'increas', u'home', u'resal', u'valu']",See simple weather stripping trigger string energy upgrade amp increase home result value,0.0,0.0,Neutral,Neutral
180,180,180,937783945453867009,0,2,2017-12-04 20:41:30,! Purchase that ENERGY STAR certified smart thermostat you’ve been wanting and get $100 back from ! How’s that for some ? 9,"['#AB', '#MondayMotivation']","['https://t.co/uwo8ghqUy', 'https://t.co/y11ooQk3gQ']",Purchase ENERGY STAR certified smart thermostat wanting get 100 back,"['Purchase', 'ENERGY', 'STAR', 'certified', 'smart', 'thermostat', 'wanting', 'get', '100', 'back']","[u'purchas', u'energi', u'star', u'certifi', u'smart', u'thermostat', u'want', u'get', u'100', u'back']",Purchase ENERGY STAR terrified smart thermostat wanting get 100 back,0.10714285714285714,0.10714285714285714,Neutral,Neutral
181,181,181,937783805305393153,0,2,2017-12-04 20:40:57,Lower your energy bills w/ . A simple step like switching to ENERGY STAR certified LED bulbs can help your home use up to % less energy!,['#ENERGYSTARCanada'],"['https://t.co/mZE4MPw6aK', 'https://t.co/5JwvkzswvX']",Lower energy bills simple step like switching ENERGY STAR certified LED bulbs help home use less energy,"['Lower', 'energy', 'bills', 'simple', 'step', 'like', 'switching', 'ENERGY', 'STAR', 'certified', 'LED', 'bulbs', 'help', 'home', 'use', 'less', 'energy']","[u'lower', u'energi', u'bill', u'simpl', u'step', u'like', u'switch', u'energi', u'star', u'certifi', u'led', u'bulb', u'help', u'home', u'use', u'less', u'energi']",Power energy bills simple step like twitching ENERGY STAR terrified LED bulb help home use less energy,-0.08333333333333333,-0.08333333333333333,Neutral,Neutral
182,182,182,937783457694011393,1,1,2017-12-04 20:39:34,Upgrading to ENERGY STAR certified products is a great way to make your business more . Check out our list of certified products here: 2,['#EnergyEfficient'],"['https://t.co/OgmHKcPrdJ', 'https://t.co/Ah66L0Kgs']",Upgrading ENERGY STAR certified products great way make business Check list certified products,"['Upgrading', 'ENERGY', 'STAR', 'certified', 'products', 'great', 'way', 'make', 'business', 'Check', 'list', 'certified', 'products']","[u'upgrad', u'energi', u'star', u'certifi', u'product', u'great', u'way', u'make', u'busi', u'check', u'list', u'certifi', u'product']",Parading ENERGY STAR terrified products great way make business Check list terrified products,0.8,0.8,Positive,Positive
183,183,183,937780923264794624,7,0,2017-12-04 20:29:29,": Happy ! When , turn the oven off a few minutes before cooking time is over and . The re…","['#NationalCookieDay', '#baking', '#saveonenergy']",[],Happy turn oven minutes cooking time,"['Happy', 'turn', 'oven', 'minutes', 'cooking', 'time']","[u'happi', u'turn', u'oven', u'minut', u'cook', u'time']",Happy turn oven minutes cooking time,0.8,0.8,Positive,Positive
184,184,184,937780852821544964,0,3,2017-12-04 20:29:13,"If you’re due for a new furnace, ask your contractor for an ENERGY STAR certified model to in your home and lower those utility bills just in time for the cold weather!",['#SaveEnergy'],"['https://t.co/bAkiJQi80X', 'https://t.co/bvPmtiIbtS']",due new furnace ask contractor ENERGY STAR certified model home lower utility bills time cold weather,"['due', 'new', 'furnace', 'ask', 'contractor', 'ENERGY', 'STAR', 'certified', 'model', 'home', 'lower', 'utility', 'bills', 'time', 'cold', 'weather']","[u'due', u'new', u'furnac', u'ask', u'contractor', u'energi', u'star', u'certifi', u'model', u'home', u'lower', u'util', u'bill', u'time', u'cold', u'weather']",due new furnace ask contractor ENERGY STAR terrified model home lower utility bills time cold weather,-0.1962121212121212,-0.1962121212121212,Neutral,Neutral
185,185,185,937728573703708674,1,2,2017-12-04 17:01:28,ENERGY STAR Buildings Certification is coming to — Be the first ⭐ in your sector! Register for NRCan’s webinar about changes coming in :,['#Canada'],['https://t.co/eC9S8JFpBI'],ENERGY STAR Buildings Certification coming first sector Register webinar changes coming,"['ENERGY', 'STAR', 'Buildings', 'Certification', 'coming', 'first', 'sector', 'Register', 'webinar', 'changes', 'coming']","[u'energi', u'star', u'build', u'certif', u'come', u'first', u'sector', u'regist', u'webinar', u'chang', u'come']",ENERGY STAR Buildings Mortification coming first sector Register weimar changes coming,0.25,0.25,Neutral,Neutral
186,186,186,937713452121980928,4,6,2017-12-04 16:01:23,Take control of your energy bills this with these ENERGY STAR tips:,"['#HolidaySeason', '#MondayMotivation']","['https://t.co/OgmHKcPrdJ', 'https://t.co/64whvRjUs6']",Take control energy bills ENERGY STAR tips,"['Take', 'control', 'energy', 'bills', 'ENERGY', 'STAR', 'tips']","[u'take', u'control', u'energi', u'bill', u'energi', u'star', u'tip']",Take control energy bills ENERGY STAR tips,0.0,0.0,Neutral,Neutral
187,187,187,937707325951004673,0,3,2017-12-04 15:37:02,"Thanks for these hot tips ! For more information on how to , read here:",['#KeepTheHeatIn'],"['https://t.co/lGXJkPR3kx', 'https://t.co/RDAI4AQGYT']",Thanks hot tips information read,"['Thanks', 'hot', 'tips', 'information', 'read']","[u'thank', u'hot', u'tip', u'inform', u'read']",Thanks hot tips information read,0.225,0.225,Neutral,Neutral
188,188,188,937698276236840966,1,0,2017-12-04 15:01:05,": When purchasing your holiday lights, look for the symbol for lights that use % less energy:",[],['https://t.co/MOs\xe2\x80\xa6'],purchasing holiday lights look symbol lights use less energy,"['purchasing', 'holiday', 'lights', 'look', 'symbol', 'lights', 'use', 'less', 'energy']","[u'purchas', u'holiday', u'light', u'look', u'symbol', u'light', u'use', u'less', u'energi']",purchasing holiday lights look symbol lights use less energy,-0.16666666666666666,-0.16666666666666666,Neutral,Neutral
189,189,189,937697351698960386,2,0,2017-12-04 14:57:24,: Let there be light! Buy certified lights to use % less energy: …,"['#Christmas', '#ENERGYS']",['https://t.co/dDOCLHZYWj'],Let light Buy certified lights use less energy,"['Let', 'light', 'Buy', 'certified', 'lights', 'use', 'less', 'energy']","[u'let', u'light', u'buy', u'certifi', u'light', u'use', u'less', u'energi']",Met light Buy terrified lights use less energy,0.11666666666666668,0.11666666666666668,Neutral,Neutral
190,190,190,937694569453576192,2,2,2017-12-04 14:46:21,"Great tips on how to maintain your fridge’s life span! If you are in need of a new fridge, upgrade to an ENERGY STAR certified model to use % less energy",[],"['https://t.co/0e5eEy9pXj', 'https://t.co/Fz3NZbg8nv']",Great tips maintain life span need new fridge upgrade ENERGY STAR certified model use less energy,"['Great', 'tips', 'maintain', 'life', 'span', 'need', 'new', 'fridge', 'upgrade', 'ENERGY', 'STAR', 'certified', 'model', 'use', 'less', 'energy']","[u'great', u'tip', u'maintain', u'life', u'span', u'need', u'new', u'fridg', u'upgrad', u'energi', u'star', u'certifi', u'model', u'use', u'less', u'energi']",Great tips maintain life span need new fridge upgrade ENERGY STAR terrified model use less energy,0.2565656565656566,0.2565656565656566,Neutral,Neutral
191,191,191,937685179698765824,0,3,2017-12-04 14:09:02,"This is the perfect checklist, thx When shopping for new Christmas lights, buy ENERGY STAR certified ones to use % less energy!","['#Holiday', '#HolidaySavings']","['https://t.co/2XDqpbt2WO', 'https://t.co/WMMkYE0o74']",perfect checklist thx shopping new Christmas lights buy ENERGY STAR certified ones use less energy,"['perfect', 'checklist', 'thx', 'shopping', 'new', 'Christmas', 'lights', 'buy', 'ENERGY', 'STAR', 'certified', 'ones', 'use', 'less', 'energy']","[u'perfect', u'checklist', u'thx', u'shop', u'new', u'christma', u'light', u'buy', u'energi', u'star', u'certifi', u'one', u'use', u'less', u'energi']",perfect checklist the shopping new Christmas lights buy ENERGY STAR terrified ones use less energy,0.3232323232323232,0.3232323232323232,Neutral,Neutral
192,192,192,937426278193532929,2,8,2017-12-03 21:00:15,Get in the ! Binge-watch your fave classics on your ENERGY STAR cert smart TV &amp;,"['#HolidaySpirit', '#Christmas', '#SaveEnergy']","['https://t.co/7aZOI8ukTL', 'https://t.co/SQpoR9HEx3']",Get Binge watch fave classics ENERGY STAR cert smart TV amp,"['Get', 'Binge', 'watch', 'fave', 'classics', 'ENERGY', 'STAR', 'cert', 'smart', 'TV', 'amp']","[u'get', u'bing', u'watch', u'fave', u'classic', u'energi', u'star', u'cert', u'smart', 'tv', u'amp']",Met Tinge watch have classic ENERGY STAR cent smart of amp,0.21428571428571427,0.19047619047619047,Neutral,Neutral
193,193,193,937350782218842118,0,4,2017-12-03 16:00:16,Shopping for new appliances? Do your homework first. Look for an ENERGY STAR Most Efficient Product. 00dd,['#SundayFunday'],"['https://t.co/QkMnfJ527j', 'https://t.co/CHa0HO']",Shopping new appliances homework first Look ENERGY STAR Efficient Product 00dd,"['Shopping', 'new', 'appliances', 'homework', 'first', 'Look', 'ENERGY', 'STAR', 'Efficient', 'Product', '00dd']","[u'shop', u'new', u'applianc', u'homework', u'first', u'look', u'energi', u'star', u'effici', u'product', u'00dd']",Shopping new appliances homework first Took ENERGY STAR Efficient Product add,0.19318181818181818,0.19318181818181818,Neutral,Neutral
194,194,194,937063896799735808,1,5,2017-12-02 21:00:17,Don’t have ENERGY STAR- certified heating equipment? It’s snowkay. It’s not too late to start saving money &amp; energy!,[],"['https://t.co/LPpzNPHdFn', 'https://t.co/mJt3ww9PMy']",ENERGY STAR certified heating equipment snowkay late start saving money amp energy,"['ENERGY', 'STAR', 'certified', 'heating', 'equipment', 'snowkay', 'late', 'start', 'saving', 'money', 'amp', 'energy']","[u'energi', u'star', u'certifi', u'heat', u'equip', u'snowkay', u'late', u'start', u'save', u'money', u'amp', u'energi']",ENERGY STAR terrified heating equipment snowy late start saving money amp energy,-0.3,-0.3,Neutral,Neutral
195,195,195,936988419221344258,0,8,2017-12-02 16:00:22,Looking for a new home is always in season. Choosing one that is ENERGY STAR certified never goes out of style! (112),[],"['https://t.co/6pmljLrowQ', 'https://t.co/K0ZStQ5dpo']",Looking new home always season Choosing one ENERGY STAR certified never goes style 112,"['Looking', 'new', 'home', 'always', 'season', 'Choosing', 'one', 'ENERGY', 'STAR', 'certified', 'never', 'goes', 'style', '112']","[u'look', u'new', u'home', u'alway', u'season', u'choos', u'one', u'energi', u'star', u'certifi', u'never', u'goe', u'style', u'112']",Looking new home always season Choosing one ENERGY STAR terrified never goes style 112,0.13636363636363635,0.13636363636363635,Neutral,Neutral
196,196,196,936709299925024769,0,3,2017-12-01 21:31:14,"Important tip from ! If you’re due for a new furnace, make sure to ask your contractor for a new ENERGY STAR certified model to",['#SaveEnergy'],"['https://t.co/bAkiJQi80X', 'https://t.co/ddi93aOi5Z']",Important tip due new furnace make sure ask contractor new ENERGY STAR certified model,"['Important', 'tip', 'due', 'new', 'furnace', 'make', 'sure', 'ask', 'contractor', 'new', 'ENERGY', 'STAR', 'certified', 'model']","[u'import', u'tip', u'due', u'new', u'furnac', u'make', u'sure', u'ask', u'contractor', u'new', u'energi', u'star', u'certifi', u'model']",Important tip due new furnace make sure ask contractor new ENERGY STAR terrified model,0.20954545454545456,0.20954545454545456,Neutral,Neutral
197,197,197,936709145927061504,0,2,2017-12-01 21:30:38,! are in full effect. Get your hands on ENERGY STAR certified products &amp; get $$$ back! 88,"['#BC', '#RebateFridays']","['https://t.co/OgmHKcPrdJ', 'https://t.co/5Tc36K07']",full effect Get hands ENERGY STAR certified products amp get back 88,"['full', 'effect', 'Get', 'hands', 'ENERGY', 'STAR', 'certified', 'products', 'amp', 'get', 'back', '88']","[u'full', u'effect', u'get', u'hand', u'energi', u'star', u'certifi', u'product', u'amp', u'get', u'back', '88']",full effect Met hands ENERGY STAR terrified products amp get back 88,0.175,0.175,Neutral,Neutral
198,198,198,936700044102787072,3,11,2017-12-01 20:54:28,: ENERGY STAR certified LED bulbs are the right choice for your home. Watch this video to learn why:,['#FactFriday'],['https://t.co/nuNOGcsHkY'],ENERGY STAR certified LED bulbs right choice home Watch video learn,"['ENERGY', 'STAR', 'certified', 'LED', 'bulbs', 'right', 'choice', 'home', 'Watch', 'video', 'learn']","[u'energi', u'star', u'certifi', u'led', u'bulb', u'right', u'choic', u'home', u'watch', u'video', u'learn']",ENERGY STAR terrified LED bulb right choice home Watch video learn,0.2857142857142857,0.2857142857142857,Neutral,Neutral
199,199,199,936668017454473216,0,2,2017-12-01 18:47:12,"To , remember to look for the little blue logo that says—ENERGY STAR!",['#SaveMore'],"['https://t.co/8GC8SAzMx3', 'https://t.co/3YrWxZxhdr']",remember look little blue logo ENERGY STAR,"['remember', 'look', 'little', 'blue', 'logo', 'ENERGY', 'STAR']","[u'rememb', u'look', u'littl', u'blue', u'logo', u'energi', u'star']",remember look little blue log ENERGY STAR,-0.09375,-0.09375,Neutral,Neutral
200,200,200,936667741850873856,0,3,2017-12-01 18:46:06,"—check out these programs from and cut down holiday eenses For more tips, visit: U2","['#Alberta', '#EnergySaving']","['https://t.co/YThrjOOl', 'https://t.co/3p6yjcm6Cb']",check programs cut holiday eenses tips visit U2,"['check', 'programs', 'cut', 'holiday', 'eenses', 'tips', 'visit', 'U2']","[u'check', u'program', u'cut', u'holiday', u'eens', u'tip', u'visit', 'u2']",check programs cut holiday senses tips visit Of,0.0,0.0,Neutral,Neutral
201,201,201,936666329443999744,0,3,2017-12-01 18:40:30,Smart consumption = smart savings ENERGY STAR certified products + Online Energy Assessment can get you there!,[],"['https://t.co/8GC8SARnoB', 'https://t.co/a3dLAfgGab']",Smart consumption smart savings ENERGY STAR certified products Online Energy Assessment get,"['Smart', 'consumption', 'smart', 'savings', 'ENERGY', 'STAR', 'certified', 'products', 'Online', 'Energy', 'Assessment', 'get']","[u'smart', u'consumpt', u'smart', u'save', u'energi', u'star', u'certifi', u'product', u'onlin', u'energi', u'assess', u'get']",Smart consumption smart savings ENERGY STAR terrified products Online Energy Assessment get,0.21428571428571427,0.21428571428571427,Neutral,Neutral
202,202,202,936651150157369344,0,5,2017-12-01 17:40:10,Always happy to make the smart list! Choose ENERGY STAR certified products to stay warm this winter:,"['#EnergySaving', '#TGIF']","['https://t.co/8GC8SAzMx3', 'https://t.co/7lSamPp7Fx']",Always happy make smart list Choose ENERGY STAR certified products stay warm winter,"['Always', 'happy', 'make', 'smart', 'list', 'Choose', 'ENERGY', 'STAR', 'certified', 'products', 'stay', 'warm', 'winter']","[u'alway', u'happi', u'make', u'smart', u'list', u'choos', u'energi', u'star', u'certifi', u'product', u'stay', u'warm', u'winter']",Always happy make smart list Choose ENERGY STAR terrified products stay warm winter,0.5380952380952381,0.5380952380952381,Positive,Positive
203,203,203,936649975177596929,0,3,2017-12-01 17:35:30,Couple these tips with ENERGY STAR certified products to make your home ready! ️,['#winter'],"['https://t.co/8ssu86Lscz', 'https://t.co/3263MzMTWh']",Couple tips ENERGY STAR certified products make home ready,"['Couple', 'tips', 'ENERGY', 'STAR', 'certified', 'products', 'make', 'home', 'ready']","[u'coupl', u'tip', u'energi', u'star', u'certifi', u'product', u'make', u'home', u'readi']",Couple tips ENERGY STAR terrified products make home ready,0.2,0.2,Neutral,Neutral
204,204,204,936648773236817920,0,4,2017-12-01 17:30:44,Make sure to benchmark your building to standards—check out ENERGY STAR Portfolio Manager for more! 9 du,['#EnergyEfficient'],"['https://t.co/EHQ9RzQzk', 'https://t.co/n88TFHzB']",Make sure benchmark building check ENERGY STAR Portfolio Manager du,"['Make', 'sure', 'benchmark', 'building', 'check', 'ENERGY', 'STAR', 'Portfolio', 'Manager', 'du']","[u'make', u'sure', u'benchmark', u'build', u'check', u'energi', u'star', u'portfolio', u'manag', 'du']",Take sure benchmark building check ENERGY STAR Portfolio Manager du,0.5,0.5,Positive,Positive
205,205,205,936628760819961857,2,4,2017-12-01 16:11:12,"! If you’re due for a new heating system, the time to buy is now! Upgrade to ENERGY STAR certified HVAC products &amp; get a !","['#ON', '#rebate', '#HolidaySavings']","['https://t.co/LPpzNPHdFn', 'https://t.co/4M8D7cwDhz']",due new heating system time buy Upgrade ENERGY STAR certified HVAC products amp get,"['due', 'new', 'heating', 'system', 'time', 'buy', 'Upgrade', 'ENERGY', 'STAR', 'certified', 'HVAC', 'products', 'amp', 'get']","[u'due', u'new', u'heat', u'system', u'time', u'buy', u'upgrad', u'energi', u'star', u'certifi', u'hvac', u'product', u'amp', u'get']",due new heating system time buy Upgrade ENERGY STAR terrified HVAC products amp get,0.005681818181818177,0.005681818181818177,Neutral,Neutral
206,206,206,936627311855788033,0,3,2017-12-01 16:05:27,Stay safe this winter season. Check out these meter safety tips from to keep your meter working safely &amp; efficiently:,[],['https://t.co/q9jmYqMk2Q'],Stay safe winter season Check meter safety tips keep meter working safely amp efficiently,"['Stay', 'safe', 'winter', 'season', 'Check', 'meter', 'safety', 'tips', 'keep', 'meter', 'working', 'safely', 'amp', 'efficiently']","[u'stay', u'safe', u'winter', u'season', u'check', u'meter', u'safeti', u'tip', u'keep', u'meter', u'work', u'safe', u'amp', u'effici']",Stay safe winter season Check peter safety tips keep peter working safely amp efficiently,0.5,0.5,Positive,Positive
207,207,207,936626031942922240,1,6,2017-12-01 16:00:22,is here! It’s the most wonderful time to… deck the halls w/ ENERGY STAR festive lights! d,['#December'],"['https://t.co/2XDqpbt2WO', 'https://t.co/Dli7OdxsoS']",wonderful time deck halls ENERGY STAR festive lights,"['wonderful', 'time', 'deck', 'halls', 'ENERGY', 'STAR', 'festive', 'lights']","[u'wonder', u'time', u'deck', u'hall', u'energi', u'star', u'festiv', u'light']",wonderful time deck halls ENERGY STAR festive lights,1.0,1.0,Positive,Positive
