Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,id,retweet_count,favorite_count,created_at,full_text_cleaned,hashtags,urls,text_filtered,text_tokenized,text_stemmed,text_original,text_sentiment_original_scores,text_sentiment_original_scores_type
37,37,37,702551101795659776,0,0,2016-02-24 17:50:10,"Industry Day will be held Feb , . Watch for information on this event and remediation project opportunities.",[],['https://t.co/AureUTBayN'],Industry Day held Feb 25 2016 Watch https co AureUTBayN information event remediation project opportunities,"['Industry', 'Day', 'held', 'Feb', '25', '2016', 'Watch', 'https', 'co', 'AureUTBayN', 'information', 'event', 'remediation', 'project', 'opportunities']","[u'industri', u'day', u'held', u'feb', '25', u'2016', u'watch', u'https', 'co', u'aureutbayn', u'inform', u'event', u'remedi', u'project', u'opportun']","Industry Day will be held Feb 25, 2016. Watch https://t.co/AureUTBayN for information on this event and remediation project opportunities.",0.0,Neutral
38,38,38,702278056493371393,2,0,2016-02-23 23:45:11,Join the team for a public forum at pm March at the Museum Café in Yellowknife.,['#GiantMine'],[],Join GiantMine team public forum 7pm March Museum Yellowknife,"['Join', 'GiantMine', 'team', 'public', 'forum', '7pm', 'March', 'Museum', 'Yellowknife']","[u'join', u'giantmin', u'team', u'public', u'forum', u'7pm', u'march', u'museum', u'yellowknif']",Join the #GiantMine team for a public forum at 7pm March 3 at the Museum Café in Yellowknife.,0.0,Neutral
39,39,39,700353828990877696,6,0,2016-02-18 16:18:59,: Join us in Yellowknife! Industry Day Feb,"['#industry', '#NWT', '#YZF']",['https://t.co/vZdhsqtHZs'],RT Join us Yellowknife Industry Day GiantMine Feb 25 industry NWT YZF AANDCanada https co vZdhsqtHZs,"['RT', 'Join', 'us', 'Yellowknife', 'Industry', 'Day', 'GiantMine', 'Feb', '25', 'industry', 'NWT', 'YZF', 'AANDCanada', 'https', 'co', 'vZdhsqtHZs']","['rt', u'join', 'us', u'yellowknif', u'industri', u'day', u'giantmin', u'feb', '25', u'industri', u'nwt', u'yzf', u'aandcanada', u'https', 'co', u'vzdhsqthzs']",RT @PWGSC_TPSGC: Join us in Yellowknife! Industry Day @GiantMine Feb 25 #industry #NWT #YZF @AANDCanada https://t.co/vZdhsqtHZs,0.0,Neutral
40,40,40,697193411120508928,1,0,2016-02-09 23:00:37,Engagement is a valued part of the remediation process. Learn more about our Surface Design Engagement program:,[],['https://t.co/91Fo0jXP94'],Engagement valued part remediation process Learn Surface Design Engagement program https co 91Fo0jXP94,"['Engagement', 'valued', 'part', 'remediation', 'process', 'Learn', 'Surface', 'Design', 'Engagement', 'program', 'https', 'co', '91Fo0jXP94']","[u'engag', u'valu', u'part', u'remedi', u'process', u'learn', u'surfac', u'design', u'engag', u'program', u'https', 'co', u'91fo0jxp94']",Engagement is a valued part of the remediation process. Learn more about our Surface Design Engagement program: https://t.co/91Fo0jXP94,0.5,Positive
41,41,41,694649063287955456,0,3,2016-02-02 22:30:17,"In we stabilized six underground stopes, using nearly ,000 cubic metres of paste. Learn more:",[],['https://t.co/g4lDz7Q8CP'],2015 stabilized six underground stopes using nearly 60 000 cubic metres paste Learn https co g4lDz7Q8CP,"['2015', 'stabilized', 'six', 'underground', 'stopes', 'using', 'nearly', '60', '000', 'cubic', 'metres', 'paste', 'Learn', 'https', 'co', 'g4lDz7Q8CP']","[u'2015', u'stabil', u'six', u'underground', u'stope', u'use', u'near', '60', u'000', u'cubic', u'metr', u'past', u'learn', u'https', 'co', u'g4ldz7q8cp']","In 2015 we stabilized six underground stopes, using nearly 60,000 cubic metres of paste. Learn more: https://t.co/g4lDz7Q8CP",0.3,Neutral
42,42,42,692467221822619654,0,1,2016-01-27 22:00:25,Thanks to everyone who continues to participate in the Surface Design Engagement program. Learn more here:,[],['https://t.co/VNEe2f1d0s'],Thanks everyone continues participate Surface Design Engagement program Learn https co VNEe2f1d0s,"['Thanks', 'everyone', 'continues', 'participate', 'Surface', 'Design', 'Engagement', 'program', 'Learn', 'https', 'co', 'VNEe2f1d0s']","[u'thank', u'everyon', u'continu', u'particip', u'surfac', u'design', u'engag', u'program', u'learn', u'https', 'co', u'vnee2f1d0']",Thanks to everyone who continues to participate in the Surface Design Engagement program. Learn more here: https://t.co/VNEe2f1d0s,0.35,Positive
43,43,43,691674501961089025,0,1,2016-01-25 17:30:26,"If you’ve driven by lately, you may have noticed some changes to the skyline.",[],"['https://t.co/e3VtYmq2rs', 'https://t.co/qP1POAd9HL']",driven GiantMine lately may noticed changes skyline https co e3VtYmq2rs https co qP1POAd9HL,"['driven', 'GiantMine', 'lately', 'may', 'noticed', 'changes', 'skyline', 'https', 'co', 'e3VtYmq2rs', 'https', 'co', 'qP1POAd9HL']","[u'driven', u'giantmin', u'late', u'may', u'notic', u'chang', u'skylin', u'https', 'co', u'e3vtymq2r', u'https', 'co', u'qp1poad9hl']","If you’ve driven by @GiantMine lately, you may have noticed some changes to the skyline. https://t.co/e3VtYmq2rs https://t.co/qP1POAd9HL",-0.3,Neutral
44,44,44,691674496705679366,0,0,2016-01-25 17:30:25,"Si vous êtes passés près , vous aurez remarqué des changements dans le paysage.",[],"['https://t.co/OCTklkTEiw', 'https://t.co/S9Rn0Q3Tzs']",Si vous mineGiant vous aurez des changements dans le paysage https co OCTklkTEiw https co S9Rn0Q3Tzs,"['Si', 'vous', 'mineGiant', 'vous', 'aurez', 'des', 'changements', 'dans', 'le', 'paysage', 'https', 'co', 'OCTklkTEiw', 'https', 'co', 'S9Rn0Q3Tzs']","['si', u'vous', u'minegi', u'vous', u'aurez', u'des', u'changement', u'dan', 'le', u'paysag', u'https', 'co', u'octklkteiw', u'https', 'co', u's9rn0q3tzs']","Si vous êtes passés près @mineGiant, vous aurez remarqué des changements dans le paysage. https://t.co/OCTklkTEiw https://t.co/S9Rn0Q3Tzs",0.0,Neutral
45,45,45,689175584807735300,0,1,2016-01-18 20:00:38,was a busy year! A buttress was constructed to stabilize a pit wall &amp; prevent flooding.,[],"['https://t.co/RS4ofQrw0S', 'https://t.co/5iUqC5nt6H']",2015 busy year buttress constructed stabilize pit wall amp prevent flooding https co RS4ofQrw0S https co 5iUqC5nt6H,"['2015', 'busy', 'year', 'buttress', 'constructed', 'stabilize', 'pit', 'wall', 'amp', 'prevent', 'flooding', 'https', 'co', 'RS4ofQrw0S', 'https', 'co', '5iUqC5nt6H']","[u'2015', u'busi', u'year', u'buttress', u'construct', u'stabil', u'pit', u'wall', u'amp', u'prevent', u'flood', u'https', 'co', u'rs4ofqrw0', u'https', 'co', u'5iuqc5nt6h']",2015 was a busy year! A buttress was constructed to stabilize a pit wall &amp; prevent flooding. https://t.co/RS4ofQrw0S https://t.co/5iUqC5nt6H,0.125,Neutral
46,46,46,631112951496359936,0,0,2015-08-11 14:40:27,"The support for C1 Pit is complete. Approximately ,000 cubic metres of rock were used to build it. Learn more:",[],['http://t.co/kXNET7slti'],support C1 Pit complete Approximately 50 000 cubic metres rock used build Learn http co kXNET7slti,"['support', 'C1', 'Pit', 'complete', 'Approximately', '50', '000', 'cubic', 'metres', 'rock', 'used', 'build', 'Learn', 'http', 'co', 'kXNET7slti']","[u'support', 'c1', u'pit', u'complet', u'approxim', '50', u'000', u'cubic', u'metr', u'rock', u'use', u'build', u'learn', u'http', 'co', u'kxnet7slti']","The support for C1 Pit is  complete. Approximately 50,000 cubic metres of rock were used to build it. Learn more: http://t.co/kXNET7slti",0.06666666666666665,Neutral
